store_id,product_id,location_id,aisle_id,shelf_id,rack_position,zone,distance_from_packing_m
101,10306,306,A11,S01,R01,Personal Care,39.17
101,10307,307,A07,S03,R05,Household,5.72
101,10308,308,A05,S05,R01,Household,25.36
101,10309,309,A07,S03,R05,Frozen,32.65
101,10310,310,A12,S03,R03,Household,40.92
101,10311,311,A04,S01,R03,Vegetables,8.84
101,10312,312,A05,S03,R01,Bakery,11.97
101,10313,313,A06,S06,R01,Personal Care,4.67
101,10314,314,A02,S02,R03,Frozen,38.56
101,10315,315,A12,S01,R01,Frozen,36.28
101,10316,316,A12,S06,R05,Fruits,32.2
101,10317,317,A09,S03,R03,Fruits,9.21
101,10318,318,A11,S07,R02,Dairy,16.31
101,10319,319,A12,S03,R04,Bakery,11.65
101,10320,320,A04,S03,R01,Snacks,19.43
101,10321,321,A02,S03,R05,Snacks,27.53
101,10322,322,A01,S01,R04,Vegetables,17.28
101,10323,323,A11,S04,R05,Vegetables,8.32
101,10324,324,A07,S07,R02,Staples,21.42
101,10325,325,A07,S07,R04,Beverages,39.4
101,10326,326,A11,S06,R03,Staples,27.81
101,10327,327,A11,S02,R04,Frozen,17.98
101,10328,328,A10,S04,R02,Vegetables,32.66
101,10329,329,A02,S06,R02,Fruits,30.81
101,10330,330,A04,S07,R02,Frozen,23.82
101,10331,331,A07,S03,R05,Personal Care,9.03
101,10332,332,A05,S03,R04,Fruits,22.4
101,10333,333,A02,S02,R01,Personal Care,30.75
101,10334,334,A02,S07,R05,Snacks,27.9
101,10335,335,A04,S02,R01,Frozen,15.79
101,10336,336,A11,S05,R01,Fruits,18.66
101,10337,337,A11,S06,R02,Frozen,35.41
101,10338,338,A01,S04,R03,Frozen,37.61
101,10339,339,A12,S03,R01,Bakery,23.49
101,10340,340,A10,S06,R02,Bakery,7.25
101,10341,341,A06,S07,R01,Snacks,19.08
101,10342,342,A06,S07,R01,Dairy,26.09
101,10343,343,A06,S06,R03,Fruits,4.14
101,10344,344,A03,S05,R03,Beverages,18.68
101,10345,345,A11,S06,R04,Frozen,26.41
101,10346,346,A02,S06,R04,Frozen,18.54
101,10347,347,A07,S07,R04,Bakery,5.4
101,10348,348,A11,S04,R03,Staples,11.35
101,10349,349,A09,S06,R03,Dairy,21.29
101,10350,350,A02,S01,R01,Household,8.15
101,10351,351,A08,S02,R03,Staples,24.08
101,10352,352,A07,S04,R03,Staples,14.54
101,10353,353,A06,S05,R02,Fruits,14.59
101,10354,354,A06,S03,R05,Staples,23.57
101,10355,355,A08,S01,R02,Bakery,7.71
101,10356,356,A01,S01,R04,Snacks,40.98
101,10357,357,A12,S05,R05,Beverages,38.18
101,10358,358,A03,S06,R04,Vegetables,34.06
101,10359,359,A05,S07,R02,Dairy,13.0
101,10360,360,A05,S02,R04,Household,40.26
101,10361,361,A04,S05,R05,Vegetables,37.04
101,10362,362,A05,S03,R01,Personal Care,38.2
101,10363,363,A11,S04,R01,Beverages,25.87
101,10364,364,A08,S06,R03,Vegetables,16.72
101,10365,365,A07,S03,R05,Staples,4.71
101,10366,366,A11,S04,R02,Dairy,24.2
101,10367,367,A03,S07,R01,Household,9.56
101,10368,368,A11,S07,R02,Household,13.03
101,10369,369,A10,S04,R01,Vegetables,7.77
101,10370,370,A05,S06,R05,Fruits,40.95
101,10371,371,A11,S07,R04,Dairy,39.26
101,10372,372,A11,S01,R04,Frozen,11.4
101,10373,373,A02,S04,R05,Frozen,37.42
101,10374,374,A12,S07,R05,Fruits,11.2
101,10375,375,A02,S04,R02,Dairy,40.59
101,10376,376,A12,S03,R02,Bakery,11.17
101,10377,377,A12,S06,R05,Dairy,24.58
101,10378,378,A08,S05,R04,Staples,4.42
101,10379,379,A09,S01,R04,Staples,17.32
101,10380,380,A10,S02,R02,Bakery,17.05
101,10381,381,A11,S07,R02,Household,36.96
101,10382,382,A02,S02,R05,Bakery,37.67
101,10383,383,A07,S07,R03,Vegetables,22.15
101,10384,384,A07,S02,R03,Snacks,23.89
101,10385,385,A03,S02,R01,Household,11.65
101,10386,386,A02,S03,R01,Staples,4.31
101,10387,387,A05,S05,R01,Dairy,12.52
101,10388,388,A02,S06,R04,Bakery,26.84
101,10389,389,A08,S04,R01,Fruits,23.73
101,10390,390,A08,S07,R04,Vegetables,7.47
101,10391,391,A08,S06,R04,Frozen,7.02
101,10392,392,A06,S01,R04,Household,27.38
101,10393,393,A11,S03,R01,Vegetables,9.6
101,10394,394,A03,S01,R03,Frozen,31.49
101,10395,395,A05,S06,R01,Beverages,39.46
101,10396,396,A06,S07,R05,Snacks,13.28
101,10397,397,A01,S02,R05,Beverages,22.27
101,10398,398,A10,S05,R03,Bakery,8.44
101,10399,399,A02,S01,R04,Frozen,6.98
101,10400,400,A11,S05,R01,Dairy,19.87
101,10401,401,A04,S04,R01,Bakery,30.14
101,10402,402,A12,S04,R05,Fruits,35.97
101,10403,403,A05,S06,R03,Fruits,8.44
101,10404,404,A05,S07,R05,Bakery,39.81
101,10405,405,A01,S05,R03,Dairy,8.63
101,10406,406,A01,S06,R02,Personal Care,6.94
101,10407,407,A07,S01,R05,Frozen,20.43
101,10408,408,A04,S05,R01,Bakery,37.23
101,10409,409,A01,S01,R03,Fruits,4.62
101,10410,410,A10,S07,R02,Snacks,30.21
101,10411,411,A10,S04,R04,Frozen,21.58
101,10412,412,A06,S07,R05,Personal Care,14.69
101,10413,413,A12,S01,R05,Household,17.26
101,10414,414,A09,S07,R02,Snacks,11.27
101,10415,415,A09,S06,R04,Beverages,24.52
101,10416,416,A09,S06,R05,Bakery,20.57
101,10417,417,A06,S03,R04,Staples,22.92
101,10418,418,A02,S01,R02,Staples,4.66
101,10419,419,A03,S06,R05,Dairy,12.0
101,10420,420,A06,S03,R05,Household,35.01
101,10421,421,A05,S02,R02,Dairy,35.48
101,10422,422,A05,S04,R01,Household,27.15
101,10423,423,A11,S04,R03,Staples,32.02
101,10424,424,A05,S04,R05,Bakery,37.21
101,10425,425,A07,S02,R02,Beverages,30.8
101,10426,426,A11,S01,R05,Bakery,40.96
101,10427,427,A08,S04,R02,Snacks,41.02
101,10428,428,A08,S05,R03,Frozen,11.79
101,10429,429,A03,S03,R02,Dairy,4.39
101,10430,430,A09,S06,R01,Vegetables,5.94
101,10431,431,A07,S01,R05,Frozen,8.18
101,10432,432,A04,S05,R02,Vegetables,39.05
101,10433,433,A10,S06,R04,Bakery,15.26
101,10434,434,A04,S02,R03,Beverages,40.19
101,10435,435,A03,S06,R05,Snacks,38.71
101,10436,436,A02,S01,R03,Personal Care,34.12
101,10437,437,A07,S05,R01,Vegetables,23.44
101,10438,438,A01,S02,R05,Frozen,35.54
101,10439,439,A11,S07,R03,Snacks,36.4
101,10440,440,A11,S04,R04,Fruits,4.17
101,10441,441,A07,S05,R02,Frozen,15.24
101,10442,442,A03,S01,R01,Frozen,38.77
101,10443,443,A03,S04,R01,Beverages,7.02
101,10444,444,A05,S02,R04,Dairy,40.22
101,10445,445,A11,S03,R01,Snacks,5.36
101,10446,446,A05,S01,R02,Snacks,8.13
101,10447,447,A06,S05,R05,Bakery,38.58
101,10448,448,A03,S04,R04,Personal Care,19.67
101,10449,449,A08,S05,R03,Staples,10.06
101,10450,450,A09,S04,R02,Bakery,25.66
101,10451,451,A09,S07,R02,Household,26.01
101,10452,452,A10,S06,R01,Bakery,6.35
101,10453,453,A05,S04,R02,Household,34.1
101,10454,454,A03,S01,R04,Beverages,40.94
101,10455,455,A03,S01,R01,Dairy,18.8
101,10456,456,A05,S05,R03,Frozen,7.2
101,10457,457,A05,S07,R02,Bakery,39.01
101,10458,458,A02,S07,R01,Snacks,21.71
101,10459,459,A12,S01,R02,Bakery,16.31
101,10460,460,A05,S05,R02,Frozen,34.05
101,10461,461,A07,S06,R04,Household,25.42
101,10462,462,A09,S03,R05,Staples,34.92
101,10463,463,A08,S05,R01,Beverages,12.68
101,10464,464,A07,S04,R02,Beverages,30.76
101,10465,465,A07,S07,R04,Personal Care,7.32
101,10466,466,A12,S07,R03,Household,8.45
101,10467,467,A05,S04,R05,Staples,6.21
101,10468,468,A11,S04,R02,Dairy,6.27
101,10469,469,A03,S07,R04,Personal Care,9.41
101,10470,470,A02,S01,R05,Bakery,25.06
101,10471,471,A09,S02,R01,Fruits,8.87
101,10472,472,A07,S04,R02,Staples,26.3
101,10473,473,A03,S03,R03,Fruits,32.15
101,10474,474,A06,S02,R01,Household,11.83
101,10475,475,A08,S05,R01,Beverages,36.98
101,10476,476,A08,S06,R01,Fruits,12.24
101,10477,477,A10,S03,R01,Vegetables,39.89
101,10478,478,A10,S01,R03,Snacks,29.07
101,10479,479,A07,S04,R03,Household,20.5
101,10480,480,A08,S05,R02,Personal Care,11.96
101,10481,481,A08,S06,R05,Frozen,10.1
101,10482,482,A06,S06,R04,Staples,14.86
101,10483,483,A07,S07,R03,Household,4.96
101,10484,484,A02,S02,R01,Personal Care,36.83
101,10485,485,A08,S04,R05,Fruits,29.21
101,10486,486,A10,S05,R04,Beverages,23.96
101,10487,487,A01,S04,R03,Bakery,11.15
101,10488,488,A09,S06,R05,Vegetables,35.4
101,10489,489,A03,S05,R01,Frozen,7.82
101,10490,490,A12,S02,R05,Beverages,25.64
101,10491,491,A12,S07,R03,Bakery,39.29
101,10492,492,A06,S05,R03,Personal Care,4.66
101,10493,493,A07,S03,R03,Frozen,23.17
101,10494,494,A06,S02,R05,Staples,38.34
101,10495,495,A09,S01,R05,Fruits,34.63
101,10496,496,A01,S03,R02,Beverages,5.15
101,10497,497,A05,S03,R05,Snacks,13.53
101,10498,498,A08,S06,R02,Fruits,10.04
101,10499,499,A10,S04,R05,Fruits,34.47
101,10500,500,A09,S02,R03,Fruits,12.55
102,10001,501,A01,S05,R02,Snacks,16.96
102,10002,502,A03,S06,R03,Frozen,28.94
102,10003,503,A09,S01,R04,Household,13.04
102,10004,504,A08,S03,R03,Household,6.88
102,10005,505,A05,S04,R03,Household,20.97
102,10006,506,A02,S02,R04,Household,20.64
102,10007,507,A12,S02,R05,Snacks,8.42
102,10008,508,A08,S01,R05,Bakery,18.14
102,10009,509,A09,S03,R02,Staples,12.44
102,10010,510,A04,S04,R01,Beverages,22.08
102,10011,511,A06,S07,R02,Snacks,22.17
102,10012,512,A07,S05,R01,Vegetables,21.79
102,10013,513,A10,S06,R01,Bakery,8.5
102,10014,514,A01,S03,R01,Frozen,11.24
102,10015,515,A07,S01,R01,Household,18.97
102,10016,516,A02,S05,R04,Personal Care,13.66
102,10017,517,A02,S04,R01,Beverages,19.15
102,10018,518,A07,S01,R03,Staples,10.64
102,10019,519,A12,S03,R01,Snacks,16.06
102,10020,520,A01,S01,R03,Beverages,26.46
102,10021,521,A09,S02,R04,Beverages,21.66
102,10022,522,A02,S01,R02,Fruits,26.07
102,10023,523,A08,S02,R03,Dairy,26.11
102,10024,524,A08,S05,R01,Snacks,7.74
102,10025,525,A02,S02,R04,Staples,11.67
102,10026,526,A05,S03,R02,Dairy,21.63
102,10027,527,A12,S06,R04,Staples,21.91
102,10028,528,A06,S01,R04,Staples,17.42
102,10029,529,A05,S02,R03,Fruits,31.49
102,10030,530,A12,S04,R01,Personal Care,24.4
102,10031,531,A08,S02,R01,Bakery,7.48
102,10032,532,A08,S01,R04,Household,25.18
102,10033,533,A08,S03,R02,Household,13.52
102,10034,534,A06,S01,R05,Vegetables,9.36
102,10035,535,A03,S05,R04,Dairy,10.19
102,10036,536,A10,S06,R05,Frozen,28.15
102,10037,537,A01,S04,R01,Beverages,20.26
102,10038,538,A12,S01,R03,Staples,16.36
102,10039,539,A12,S06,R03,Personal Care,19.44
102,10040,540,A08,S06,R04,Household,30.96
102,10041,541,A01,S02,R04,Household,19.1
102,10042,542,A10,S07,R05,Bakery,8.19
102,10043,543,A04,S02,R03,Vegetables,15.73
102,10044,544,A12,S01,R05,Beverages,8.45
102,10045,545,A06,S06,R01,Beverages,13.18
102,10046,546,A01,S05,R05,Dairy,29.56
102,10047,547,A04,S07,R01,Snacks,15.71
102,10048,548,A08,S07,R03,Bakery,28.93
102,10049,549,A10,S04,R02,Household,18.83
102,10050,550,A06,S07,R03,Personal Care,8.73
102,10051,551,A10,S03,R02,Frozen,6.78
102,10052,552,A10,S07,R01,Household,14.78
102,10053,553,A11,S06,R03,Vegetables,19.51
102,10054,554,A11,S02,R01,Frozen,18.71
102,10055,555,A06,S05,R02,Beverages,20.56
102,10056,556,A03,S02,R05,Vegetables,22.68
102,10057,557,A01,S03,R03,Frozen,27.81
102,10058,558,A09,S04,R03,Vegetables,20.12
102,10059,559,A01,S02,R02,Dairy,25.56
102,10060,560,A09,S06,R04,Beverages,10.28
