inventory_id,store_id,product_id,inventory_date,stock_qty,reorder_level,stockout_flag
195,101,10195,2026-01-01,30,10,False
196,101,10196,2026-01-01,70,16,False
197,101,10197,2026-01-01,26,5,False
198,101,10198,2026-01-01,68,19,False
199,101,10199,2026-01-01,84,20,False
200,101,10200,2026-01-01,25,5,False
201,101,10201,2026-01-01,28,6,False
202,101,10202,2026-01-01,52,17,False
203,101,10203,2026-01-01,90,24,False
204,101,10204,2026-01-01,107,25,False
205,101,10205,2026-01-01,58,18,False
206,101,10206,2026-01-01,31,7,False
207,101,10207,2026-01-01,80,21,False
208,101,10208,2026-01-01,23,6,False
209,101,10209,2026-01-01,26,6,False
210,101,10210,2026-01-01,44,12,False
211,101,10211,2026-01-01,71,16,False
212,101,10212,2026-01-01,78,15,False
213,101,10213,2026-01-01,51,11,False
214,101,10214,2026-01-01,112,29,False
215,101,10215,2026-01-01,89,23,False
216,101,10216,2026-01-01,89,32,False
217,101,10217,2026-01-01,118,26,False
218,101,10218,2026-01-01,93,20,False
219,101,10219,2026-01-01,72,19,False
220,101,10220,2026-01-01,30,7,False
221,101,10221,2026-01-01,10,5,False
222,101,10222,2026-01-01,108,23,False
223,101,10223,2026-01-01,8,5,False
224,101,10224,2026-01-01,122,31,False
225,101,10225,2026-01-01,108,25,False
226,101,10226,2026-01-01,106,27,False
227,101,10227,2026-01-01,97,21,False
228,101,10228,2026-01-01,63,20,False
229,101,10229,2026-01-01,105,31,False
230,101,10230,2026-01-01,30,9,False
231,101,10231,2026-01-01,78,19,False
232,101,10232,2026-01-01,35,9,False
233,101,10233,2026-01-01,61,14,False
234,101,10234,2026-01-01,105,22,False
235,101,10235,2026-01-01,37,7,False
236,101,10236,2026-01-01,83,22,False
237,101,10237,2026-01-01,40,9,False
238,101,10238,2026-01-01,43,12,False
239,101,10239,2026-01-01,74,19,False
240,101,10240,2026-01-01,57,13,False
241,101,10241,2026-01-01,69,19,False
242,101,10242,2026-01-01,7,5,False
243,101,10243,2026-01-01,90,26,False
244,101,10244,2026-01-01,85,19,False
245,101,10245,2026-01-01,33,9,False
246,101,10246,2026-01-01,37,8,False
247,101,10247,2026-01-01,175,34,False
248,101,10248,2026-01-01,116,25,False
249,101,10249,2026-01-01,16,5,False
250,101,10250,2026-01-01,65,16,False
251,101,10251,2026-01-01,15,5,False
252,101,10252,2026-01-01,88,21,False
253,101,10253,2026-01-01,131,30,False
254,101,10254,2026-01-01,94,25,False
255,101,10255,2026-01-01,60,16,False
256,101,10256,2026-01-01,36,8,False
257,101,10257,2026-01-01,96,30,False
258,101,10258,2026-01-01,132,35,False
259,101,10259,2026-01-01,90,22,False
260,101,10260,2026-01-01,89,28,False
261,101,10261,2026-01-01,99,19,False
262,101,10262,2026-01-01,91,26,False
263,101,10263,2026-01-01,32,7,False
264,101,10264,2026-01-01,163,35,False
265,101,10265,2026-01-01,141,32,False
266,101,10266,2026-01-01,17,5,False
267,101,10267,2026-01-01,87,16,False
268,101,10268,2026-01-01,153,35,False
269,101,10269,2026-01-01,43,15,False
270,101,10270,2026-01-01,64,16,False
271,101,10271,2026-01-01,83,17,False
272,101,10272,2026-01-01,47,11,False
273,101,10273,2026-01-01,59,10,False
274,101,10274,2026-01-01,164,36,False
275,101,10275,2026-01-01,95,22,False
276,101,10276,2026-01-01,79,18,False
277,101,10277,2026-01-01,105,31,False
278,101,10278,2026-01-01,91,29,False
279,101,10279,2026-01-01,117,32,False
280,101,10280,2026-01-01,82,19,False
281,101,10281,2026-01-01,18,5,False
282,101,10282,2026-01-01,18,5,False
283,101,10283,2026-01-01,39,9,False
284,101,10284,2026-01-01,152,30,False
285,101,10285,2026-01-01,138,34,False
286,101,10286,2026-01-01,24,6,False
287,101,10287,2026-01-01,137,33,False
288,101,10288,2026-01-01,22,6,False
289,101,10289,2026-01-01,15,5,False
290,101,10290,2026-01-01,75,18,False
291,101,10291,2026-01-01,96,26,False
292,101,10292,2026-01-01,15,5,False
293,101,10293,2026-01-01,7,5,False
294,101,10294,2026-01-01,58,14,False
295,101,10295,2026-01-01,75,23,False
296,101,10296,2026-01-01,115,31,False
297,101,10297,2026-01-01,70,18,False
298,101,10298,2026-01-01,74,17,False
299,101,10299,2026-01-01,143,34,False
300,101,10300,2026-01-01,17,5,False
301,101,10301,2026-01-01,96,25,False
302,101,10302,2026-01-01,15,5,False
303,101,10303,2026-01-01,61,15,False
304,101,10304,2026-01-01,101,30,False
305,101,10305,2026-01-01,58,13,False
306,101,10306,2026-01-01,75,18,False
307,101,10307,2026-01-01,159,37,False
308,101,10308,2026-01-01,162,34,False
309,101,10309,2026-01-01,25,6,False
310,101,10310,2026-01-01,115,24,False
311,101,10311,2026-01-01,105,32,False
312,101,10312,2026-01-01,45,10,False
313,101,10313,2026-01-01,15,5,False
314,101,10314,2026-01-01,70,14,False
315,101,10315,2026-01-01,113,26,False
316,101,10316,2026-01-01,46,13,False
317,101,10317,2026-01-01,141,34,False
318,101,10318,2026-01-01,13,5,False
319,101,10319,2026-01-01,77,19,False
320,101,10320,2026-01-01,141,32,False
321,101,10321,2026-01-01,91,22,False
322,101,10322,2026-01-01,34,9,False
323,101,10323,2026-01-01,35,10,False
324,101,10324,2026-01-01,109,29,False
325,101,10325,2026-01-01,121,26,False
326,101,10326,2026-01-01,9,5,False
327,101,10327,2026-01-01,28,6,False
328,101,10328,2026-01-01,109,31,False
329,101,10329,2026-01-01,95,23,False
330,101,10330,2026-01-01,72,16,False
331,101,10331,2026-01-01,69,21,False
332,101,10332,2026-01-01,86,23,False
333,101,10333,2026-01-01,7,5,False
334,101,10334,2026-01-01,14,5,False
335,101,10335,2026-01-01,73,19,False
336,101,10336,2026-01-01,66,18,False
337,101,10337,2026-01-01,54,13,False
338,101,10338,2026-01-01,96,27,False
339,101,10339,2026-01-01,14,5,False
340,101,10340,2026-01-01,97,28,False
341,101,10341,2026-01-01,79,17,False
342,101,10342,2026-01-01,109,26,False
343,101,10343,2026-01-01,95,24,False
344,101,10344,2026-01-01,140,34,False
345,101,10345,2026-01-01,108,25,False
346,101,10346,2026-01-01,74,24,False
347,101,10347,2026-01-01,94,21,False
348,101,10348,2026-01-01,7,5,False
349,101,10349,2026-01-01,141,36,False
350,101,10350,2026-01-01,75,18,False
351,101,10351,2026-01-01,130,32,False
352,101,10352,2026-01-01,82,22,False
353,101,10353,2026-01-01,96,34,False
354,101,10354,2026-01-01,53,13,False
355,101,10355,2026-01-01,104,34,False
356,101,10356,2026-01-01,29,8,False
357,101,10357,2026-01-01,32,6,False
358,101,10358,2026-01-01,74,20,False
359,101,10359,2026-01-01,121,33,False
360,101,10360,2026-01-01,104,30,False
361,101,10361,2026-01-01,87,19,False
362,101,10362,2026-01-01,77,19,False
363,101,10363,2026-01-01,12,5,False
364,101,10364,2026-01-01,18,5,False
365,101,10365,2026-01-01,12,5,False
366,101,10366,2026-01-01,33,8,False
367,101,10367,2026-01-01,19,5,False
368,101,10368,2026-01-01,62,18,False
369,101,10369,2026-01-01,137,31,False
370,101,10370,2026-01-01,48,12,False
371,101,10371,2026-01-01,43,11,False
372,101,10372,2026-01-01,65,18,False
373,101,10373,2026-01-01,34,8,False
374,101,10374,2026-01-01,58,17,False
375,101,10375,2026-01-01,138,32,False
376,101,10376,2026-01-01,43,12,False
377,101,10377,2026-01-01,85,17,False
378,101,10378,2026-01-01,92,23,False
379,101,10379,2026-01-01,79,23,False
380,101,10380,2026-01-01,100,33,False
381,101,10381,2026-01-01,159,37,False
382,101,10382,2026-01-01,111,29,False
383,101,10383,2026-01-01,123,25,False
384,101,10384,2026-01-01,152,37,False
385,101,10385,2026-01-01,52,12,False
386,101,10386,2026-01-01,26,8,False
387,101,10387,2026-01-01,130,26,False
388,101,10388,2026-01-01,30,6,False
389,101,10389,2026-01-01,30,7,False
390,101,10390,2026-01-01,41,10,False
391,101,10391,2026-01-01,131,31,False
392,101,10392,2026-01-01,144,34,False
393,101,10393,2026-01-01,50,10,False
394,101,10394,2026-01-01,73,18,False
395,101,10395,2026-01-01,122,26,False
396,101,10396,2026-01-01,54,17,False
397,101,10397,2026-01-01,113,27,False
398,101,10398,2026-01-01,63,16,False
399,101,10399,2026-01-01,84,21,False
400,101,10400,2026-01-01,76,23,False
401,101,10401,2026-01-01,99,18,False
402,101,10402,2026-01-01,36,8,False
403,101,10403,2026-01-01,52,16,False
404,101,10404,2026-01-01,111,25,False
405,101,10405,2026-01-01,84,24,False
406,101,10406,2026-01-01,118,31,False
407,101,10407,2026-01-01,118,30,False
408,101,10408,2026-01-01,45,11,False
409,101,10409,2026-01-01,132,29,False
410,101,10410,2026-01-01,37,8,False
411,101,10411,2026-01-01,143,37,False
412,101,10412,2026-01-01,115,34,False
413,101,10413,2026-01-01,35,8,False
414,101,10414,2026-01-01,145,31,False
415,101,10415,2026-01-01,140,31,False
416,101,10416,2026-01-01,70,16,False
417,101,10417,2026-01-01,10,5,False
418,101,10418,2026-01-01,82,24,False
419,101,10419,2026-01-01,83,30,False
420,101,10420,2026-01-01,51,11,False
421,101,10421,2026-01-01,162,35,False
422,101,10422,2026-01-01,64,18,False
423,101,10423,2026-01-01,18,5,False
424,101,10424,2026-01-01,84,24,False
425,101,10425,2026-01-01,69,14,False
426,101,10426,2026-01-01,11,5,False
427,101,10427,2026-01-01,8,5,False
428,101,10428,2026-01-01,114,35,False
429,101,10429,2026-01-01,59,16,False
430,101,10430,2026-01-01,20,5,False
431,101,10431,2026-01-01,124,36,False
432,101,10432,2026-01-01,26,6,False
433,101,10433,2026-01-01,66,17,False
434,101,10434,2026-01-01,124,27,False
435,101,10435,2026-01-01,25,5,False
436,101,10436,2026-01-01,10,5,False
437,101,10437,2026-01-01,20,5,False
438,101,10438,2026-01-01,18,5,False
439,101,10439,2026-01-01,6,5,False
440,101,10440,2026-01-01,79,21,False
441,101,10441,2026-01-01,18,5,False
442,101,10442,2026-01-01,116,30,False
443,101,10443,2026-01-01,82,25,False
444,101,10444,2026-01-01,34,7,False
445,101,10445,2026-01-01,9,5,False
446,101,10446,2026-01-01,22,5,False
447,101,10447,2026-01-01,82,19,False
448,101,10448,2026-01-01,20,5,False
449,101,10449,2026-01-01,112,25,False
450,101,10450,2026-01-01,114,28,False
451,101,10451,2026-01-01,71,18,False
452,101,10452,2026-01-01,77,19,False
453,101,10453,2026-01-01,131,34,False
454,101,10454,2026-01-01,58,16,False
455,101,10455,2026-01-01,118,26,False
456,101,10456,2026-01-01,107,24,False
457,101,10457,2026-01-01,104,26,False
458,101,10458,2026-01-01,66,15,False
459,101,10459,2026-01-01,69,21,False
460,101,10460,2026-01-01,126,30,False
461,101,10461,2026-01-01,19,5,False
462,101,10462,2026-01-01,96,25,False
463,101,10463,2026-01-01,102,27,False
464,101,10464,2026-01-01,80,22,False
465,101,10465,2026-01-01,78,19,False
466,101,10466,2026-01-01,106,29,False
467,101,10467,2026-01-01,129,31,False
468,101,10468,2026-01-01,165,35,False
469,101,10469,2026-01-01,57,15,False
470,101,10470,2026-01-01,115,28,False
471,101,10471,2026-01-01,87,22,False
472,101,10472,2026-01-01,73,16,False
473,101,10473,2026-01-01,98,24,False
474,101,10474,2026-01-01,60,13,False
475,101,10475,2026-01-01,118,26,False
476,101,10476,2026-01-01,48,13,False
477,101,10477,2026-01-01,88,27,False
478,101,10478,2026-01-01,63,17,False
479,101,10479,2026-01-01,102,26,False
480,101,10480,2026-01-01,110,26,False
481,101,10481,2026-01-01,42,11,False
482,101,10482,2026-01-01,21,5,False
483,101,10483,2026-01-01,36,11,False
484,101,10484,2026-01-01,125,30,False
485,101,10485,2026-01-01,107,26,False
486,101,10486,2026-01-01,44,11,False
487,101,10487,2026-01-01,66,15,False
488,101,10488,2026-01-01,128,30,False
489,101,10489,2026-01-01,102,24,False
490,101,10490,2026-01-01,79,19,False
491,101,10491,2026-01-01,117,24,False
492,101,10492,2026-01-01,97,23,False
493,101,10493,2026-01-01,16,5,False
494,101,10494,2026-01-01,85,27,False
495,101,10495,2026-01-01,38,9,False
496,101,10496,2026-01-01,7,5,False
497,101,10497,2026-01-01,35,8,False
498,101,10498,2026-01-01,61,15,False
499,101,10499,2026-01-01,52,13,False
500,101,10500,2026-01-01,50,10,False
501,101,10001,2026-01-02,57,14,False
502,101,10002,2026-01-02,37,10,False
503,101,10003,2026-01-02,41,9,False
504,101,10004,2026-01-02,65,17,False
505,101,10005,2026-01-02,118,34,False
506,101,10006,2026-01-02,60,14,False
507,101,10007,2026-01-02,144,36,False
508,101,10008,2026-01-02,76,22,False
509,101,10009,2026-01-02,80,19,False
510,101,10010,2026-01-02,27,5,False
511,101,10011,2026-01-02,44,9,False
512,101,10012,2026-01-02,69,20,False
513,101,10013,2026-01-02,10,5,False
514,101,10014,2026-01-02,79,23,False
515,101,10015,2026-01-02,17,5,False
516,101,10016,2026-01-02,25,6,False
517,101,10017,2026-01-02,13,5,False
518,101,10018,2026-01-02,56,12,False
519,101,10019,2026-01-02,27,6,False
520,101,10020,2026-01-02,99,20,False
521,101,10021,2026-01-02,112,25,False
522,101,10022,2026-01-02,48,12,False
523,101,10023,2026-01-02,8,5,False
524,101,10024,2026-01-02,62,19,False
525,101,10025,2026-01-02,55,13,False
526,101,10026,2026-01-02,125,36,False
527,101,10027,2026-01-02,67,15,False
528,101,10028,2026-01-02,78,19,False
529,101,10029,2026-01-02,49,10,False
530,101,10030,2026-01-02,31,8,False
531,101,10031,2026-01-02,119,27,False
532,101,10032,2026-01-02,96,25,False
533,101,10033,2026-01-02,126,36,False
534,101,10034,2026-01-02,37,8,False
535,101,10035,2026-01-02,160,35,False
536,101,10036,2026-01-02,132,31,False
537,101,10037,2026-01-02,55,15,False
538,101,10038,2026-01-02,42,9,False
539,101,10039,2026-01-02,98,26,False
540,101,10040,2026-01-02,128,26,False
541,101,10041,2026-01-02,128,36,False
542,101,10042,2026-01-02,130,32,False
543,101,10043,2026-01-02,104,28,False
544,101,10044,2026-01-02,113,35,False
545,101,10045,2026-01-02,73,17,False
546,101,10046,2026-01-02,69,18,False
547,101,10047,2026-01-02,41,9,False
548,101,10048,2026-01-02,108,29,False
549,101,10049,2026-01-02,57,15,False
550,101,10050,2026-01-02,119,25,False
551,101,10051,2026-01-02,153,34,False
552,101,10052,2026-01-02,152,34,False
553,101,10053,2026-01-02,72,15,False
554,101,10054,2026-01-02,31,7,False
555,101,10055,2026-01-02,132,36,False
556,101,10056,2026-01-02,81,18,False
557,101,10057,2026-01-02,95,26,False
558,101,10058,2026-01-02,110,35,False
559,101,10059,2026-01-02,49,14,False
560,101,10060,2026-01-02,8,5,False
561,101,10061,2026-01-02,50,10,False
562,101,10062,2026-01-02,62,16,False
563,101,10063,2026-01-02,33,9,False
564,101,10064,2026-01-02,43,12,False
565,101,10065,2026-01-02,63,14,False
566,101,10066,2026-01-02,142,36,False
567,101,10067,2026-01-02,45,14,False
568,101,10068,2026-01-02,59,12,False
569,101,10069,2026-01-02,120,32,False
570,101,10070,2026-01-02,120,28,False
571,101,10071,2026-01-02,55,12,False
572,101,10072,2026-01-02,131,32,False
573,101,10073,2026-01-02,35,9,False
574,101,10074,2026-01-02,70,14,False
575,101,10075,2026-01-02,45,10,False
576,101,10076,2026-01-02,34,7,False
577,101,10077,2026-01-02,9,5,False
578,101,10078,2026-01-02,88,27,False
579,101,10079,2026-01-02,24,6,False
580,101,10080,2026-01-02,130,36,False
581,101,10081,2026-01-02,92,19,False
582,101,10082,2026-01-02,111,32,False
583,101,10083,2026-01-02,6,5,False
584,101,10084,2026-01-02,36,10,False
585,101,10085,2026-01-02,129,26,False
586,101,10086,2026-01-02,36,9,False
587,101,10087,2026-01-02,23,6,False
588,101,10088,2026-01-02,148,34,False
589,101,10089,2026-01-02,111,26,False
590,101,10090,2026-01-02,95,27,False
591,101,10091,2026-01-02,5,5,False
592,101,10092,2026-01-02,58,15,False
593,101,10093,2026-01-02,64,14,False
594,101,10094,2026-01-02,110,28,False
595,101,10095,2026-01-02,94,22,False
596,101,10096,2026-01-02,139,28,False
597,101,10097,2026-01-02,108,23,False
598,101,10098,2026-01-02,92,24,False
599,101,10099,2026-01-02,16,5,False
600,101,10100,2026-01-02,37,8,False
601,101,10101,2026-01-02,101,25,False
602,101,10102,2026-01-02,119,35,False
603,101,10103,2026-01-02,126,26,False
604,101,10104,2026-01-02,117,37,False
605,101,10105,2026-01-02,86,23,False
606,101,10106,2026-01-02,112,32,False
607,101,10107,2026-01-02,96,21,False
608,101,10108,2026-01-02,133,37,False
609,101,10109,2026-01-02,123,35,False
610,101,10110,2026-01-02,105,28,False
611,101,10111,2026-01-02,15,5,False
612,101,10112,2026-01-02,81,21,False
613,101,10113,2026-01-02,143,31,False
614,101,10114,2026-01-02,25,6,False
615,101,10115,2026-01-02,19,5,False
616,101,10116,2026-01-02,112,25,False
617,101,10117,2026-01-02,149,36,False
618,101,10118,2026-01-02,115,31,False
619,101,10119,2026-01-02,51,13,False
620,101,10120,2026-01-02,114,32,False
621,101,10121,2026-01-02,11,5,False
622,101,10122,2026-01-02,137,37,False
623,101,10123,2026-01-02,33,9,False
624,101,10124,2026-01-02,73,17,False
625,101,10125,2026-01-02,33,9,False
626,101,10126,2026-01-02,63,16,False
627,101,10127,2026-01-02,126,31,False
628,101,10128,2026-01-02,21,5,False
629,101,10129,2026-01-02,91,24,False
630,101,10130,2026-01-02,59,15,False
631,101,10131,2026-01-02,88,25,False
632,101,10132,2026-01-02,64,19,False
633,101,10133,2026-01-02,58,17,False
634,101,10134,2026-01-02,71,20,False
635,101,10135,2026-01-02,136,35,False
636,101,10136,2026-01-02,144,33,False
637,101,10137,2026-01-02,91,23,False
638,101,10138,2026-01-02,107,29,False
639,101,10139,2026-01-02,137,33,False
640,101,10140,2026-01-02,39,8,False
641,101,10141,2026-01-02,113,29,False
642,101,10142,2026-01-02,15,5,False
643,101,10143,2026-01-02,92,22,False
644,101,10144,2026-01-02,116,33,False
645,101,10145,2026-01-02,80,19,False
646,101,10146,2026-01-02,144,34,False
647,101,10147,2026-01-02,6,5,False
648,101,10148,2026-01-02,14,5,False
649,101,10149,2026-01-02,121,27,False
650,101,10150,2026-01-02,22,5,False
651,101,10151,2026-01-02,68,14,False
652,101,10152,2026-01-02,14,5,False
653,101,10153,2026-01-02,26,7,False
654,101,10154,2026-01-02,30,7,False
655,101,10155,2026-01-02,62,18,False
656,101,10156,2026-01-02,121,36,False
657,101,10157,2026-01-02,127,30,False
658,101,10158,2026-01-02,12,5,False
659,101,10159,2026-01-02,48,11,False
660,101,10160,2026-01-02,42,10,False
661,101,10161,2026-01-02,21,5,False
662,101,10162,2026-01-02,94,25,False
663,101,10163,2026-01-02,81,18,False
664,101,10164,2026-01-02,77,19,False
665,101,10165,2026-01-02,69,16,False
666,101,10166,2026-01-02,129,26,False
667,101,10167,2026-01-02,103,26,False
668,101,10168,2026-01-02,79,18,False
669,101,10169,2026-01-02,122,26,False
670,101,10170,2026-01-02,40,10,False
671,101,10171,2026-01-02,135,31,False
672,101,10172,2026-01-02,22,6,False
673,101,10173,2026-01-02,49,12,False
674,101,10174,2026-01-02,26,6,False
675,101,10175,2026-01-02,25,6,False
676,101,10176,2026-01-02,105,29,False
677,101,10177,2026-01-02,42,11,False
678,101,10178,2026-01-02,79,17,False
679,101,10179,2026-01-02,23,6,False
680,101,10180,2026-01-02,19,5,False
681,101,10181,2026-01-02,63,16,False
682,101,10182,2026-01-02,106,26,False
683,101,10183,2026-01-02,57,14,False
684,101,10184,2026-01-02,122,32,False
685,101,10185,2026-01-02,4,5,False
686,101,10186,2026-01-02,111,26,False
687,101,10187,2026-01-02,41,11,False
688,101,10188,2026-01-02,51,13,False
689,101,10189,2026-01-02,107,24,False
690,101,10190,2026-01-02,44,9,False
691,101,10191,2026-01-02,109,28,False
692,101,10192,2026-01-02,7,5,False
693,101,10193,2026-01-02,93,22,False
694,101,10194,2026-01-02,105,31,False
695,101,10195,2026-01-02,44,10,False
696,101,10196,2026-01-02,73,16,False
