order_id,store_id,customer_id,order_datetime,order_status,order_created_at,picking_started_at,picking_completed_at,packed_at,dispatched_at
5000044,101,128082,2026-06-25 13:03:00,Delivered,2026-06-25 13:03:00,2026-06-25 13:06:00,2026-06-25 13:09:45.675935070,2026-06-25 13:11:11.849521248,2026-06-25 13:13:41.665960890
5000045,108,162433,2026-01-30 10:03:00,Delivered,2026-01-30 10:03:00,2026-01-30 10:04:00,2026-01-30 10:07:56.299490226,2026-01-30 10:09:03.591891126,2026-01-30 10:11:40.651282200
5000046,106,193559,2026-05-09 11:03:00,Delivered,2026-05-09 11:03:00,2026-05-09 11:06:00,2026-05-09 11:11:02.559654270,2026-05-09 11:13:06.419918753,2026-05-09 11:14:58.698063329
5000047,103,144648,2026-04-17 09:03:00,Delivered,2026-04-17 09:03:00,2026-04-17 09:05:00,2026-04-17 09:09:47.639888874,2026-04-17 09:10:40.470909930,2026-04-17 09:12:34.590344664
5000048,109,171228,2026-04-21 21:03:00,Delivered,2026-04-21 21:03:00,2026-04-21 21:05:00,2026-04-21 21:10:13.104618066,2026-04-21 21:12:39.036946236,2026-04-21 21:13:13.517790558
5000049,107,106494,2026-02-08 20:03:00,Delivered,2026-02-08 20:03:00,2026-02-08 20:04:00,2026-02-08 20:07:50.583689850,2026-02-08 20:09:11.913285276,2026-02-08 20:11:33.968728296
5000050,102,104969,2026-02-25 09:03:00,Delivered,2026-02-25 09:03:00,2026-02-25 09:05:00,2026-02-25 09:09:22.891270104,2026-02-25 09:10:39.348050622,2026-02-25 09:13:13.964381556
5000051,107,157082,2026-04-20 16:03:00,Delivered,2026-04-20 16:03:00,2026-04-20 16:06:00,2026-04-20 16:12:12.020843640,2026-04-20 16:14:00.563433000,2026-04-20 16:15:42.967400160
5000052,105,163206,2026-02-24 17:03:00,Delivered,2026-02-24 17:03:00,2026-02-24 17:05:00,2026-02-24 17:08:36.111315816,2026-02-24 17:10:05.289191910,2026-02-24 17:13:01.091823084
5000053,108,153234,2026-05-06 17:03:00,Delivered,2026-05-06 17:03:00,2026-05-06 17:05:00,2026-05-06 17:09:14.203317186,2026-05-06 17:10:23.801734416,2026-05-06 17:13:34.775778084
5000054,105,170484,2026-01-08 23:03:00,Delivered,2026-01-08 23:03:00,2026-01-08 23:05:00,2026-01-08 23:10:04.148125974,2026-01-08 23:11:15.810735318,2026-01-08 23:12:33.904919364
5000055,110,171736,2026-01-14 17:03:00,Delivered,2026-01-14 17:03:00,2026-01-14 17:05:00,2026-01-14 17:11:56.739443544,2026-01-14 17:13:14.807779146,2026-01-14 17:17:17.688530376
5000056,110,196366,2026-05-12 18:03:00,Delivered,2026-05-12 18:03:00,2026-05-12 18:04:00,2026-05-12 18:08:30.853800084,2026-05-12 18:09:44.221056654,2026-05-12 18:12:22.358097840
5000057,101,108926,2026-04-22 07:03:00,Delivered,2026-04-22 07:03:00,2026-04-22 07:06:00,2026-04-22 07:11:16.291784094,2026-04-22 07:13:05.739855822,2026-04-22 07:16:32.199153828
5000058,105,140944,2026-01-08 08:03:00,Delivered,2026-01-08 08:03:00,2026-01-08 08:05:00,2026-01-08 08:09:23.127615756,2026-01-08 08:10:55.191875796,2026-01-08 08:12:34.162425972
5000059,103,140259,2026-06-12 17:03:00,Delivered,2026-06-12 17:03:00,2026-06-12 17:04:00,2026-06-12 17:07:24.752063754,2026-06-12 17:09:05.857984386,2026-06-12 17:12:27.500356704
5000060,105,154165,2026-01-01 22:03:00,Delivered,2026-01-01 22:03:00,2026-01-01 22:06:00,2026-01-01 22:10:19.809457170,2026-01-01 22:11:39.761108844,2026-01-01 22:14:23.533561242
5000061,102,142058,2026-06-22 13:03:00,Delivered,2026-06-22 13:03:00,2026-06-22 13:04:00,2026-06-22 13:09:01.796634168,2026-06-22 13:10:47.260593606,2026-06-22 13:12:45.182026632
5000062,106,174662,2026-05-13 17:03:00,Delivered,2026-05-13 17:03:00,2026-05-13 17:06:00,2026-05-13 17:11:29.161939386,2026-05-13 17:12:42.509003724,2026-05-13 17:14:01.711320702
5000063,102,146445,2026-06-28 10:03:00,Delivered,2026-06-28 10:03:00,2026-06-28 10:06:00,2026-06-28 10:10:37.445474718,2026-06-28 10:11:45.340006806,2026-06-28 10:13:57.825340692
5000064,107,138122,2026-06-21 14:03:00,Delivered,2026-06-21 14:03:00,2026-06-21 14:05:00,2026-06-21 14:09:24.130737222,2026-06-21 14:10:41.907167946,2026-06-21 14:13:31.304386116
5000065,105,103412,2026-02-26 19:03:00,Delivered,2026-02-26 19:03:00,2026-02-26 19:05:00,2026-02-26 19:07:15.494630526,2026-02-26 19:09:19.684829856,2026-02-26 19:11:35.375984495
5000066,110,135391,2026-05-17 18:03:00,Delivered,2026-05-17 18:03:00,2026-05-17 18:06:00,2026-05-17 18:11:18.890429784,2026-05-17 18:12:35.067769734,2026-05-17 18:14:51.319470828
5000067,109,158528,2026-02-08 08:03:00,Delivered,2026-02-08 08:03:00,2026-02-08 08:04:00,2026-02-08 08:10:33.631952970,2026-02-08 08:11:50.892027210,2026-02-08 08:13:39.491849070
5000068,107,198765,2026-03-27 21:03:00,Delivered,2026-03-27 21:03:00,2026-03-27 21:04:00,2026-03-27 21:08:51.565120362,2026-03-27 21:10:26.808216348,2026-03-27 21:11:35.301327924
5000069,105,119292,2026-02-13 22:03:00,Delivered,2026-02-13 22:03:00,2026-02-13 22:05:00,2026-02-13 22:08:34.876779564,2026-02-13 22:10:01.741875594,2026-02-13 22:12:22.258276776
5000070,108,175186,2026-03-29 15:03:00,Delivered,2026-03-29 15:03:00,2026-03-29 15:04:00,2026-03-29 15:09:07.627733130,2026-03-29 15:10:11.529651756,2026-03-29 15:11:38.895843852
5000071,107,191219,2026-06-07 12:03:00,Delivered,2026-06-07 12:03:00,2026-06-07 12:04:00,2026-06-07 12:08:59.017193718,2026-06-07 12:10:00.665363352,2026-06-07 12:12:58.316840412
5000072,102,150797,2026-03-20 16:03:00,Delivered,2026-03-20 16:03:00,2026-03-20 16:04:00,2026-03-20 16:09:24.767330052,2026-03-20 16:11:12.742978188,2026-03-20 16:14:05.071635378
5000073,104,163191,2026-01-17 20:03:00,Delivered,2026-01-17 20:03:00,2026-01-17 20:06:00,2026-01-17 20:08:50.948304636,2026-01-17 20:09:52.425460788,2026-01-17 20:13:24.559651583
5000074,110,119896,2026-02-28 14:03:00,Delivered,2026-02-28 14:03:00,2026-02-28 14:04:00,2026-02-28 14:07:35.463679026,2026-02-28 14:09:26.687466240,2026-02-28 14:11:20.574890736
5000075,104,183105,2026-05-23 07:03:00,Delivered,2026-05-23 07:03:00,2026-05-23 07:04:00,2026-05-23 07:06:45.916993794,2026-05-23 07:08:04.707335196,2026-05-23 07:10:14.665067838
5000076,101,166054,2026-04-05 08:03:00,Delivered,2026-04-05 08:03:00,2026-04-05 08:06:00,2026-04-05 08:09:06.556213920,2026-04-05 08:09:40.801126145,2026-04-05 08:10:42.153003143
5000077,109,149181,2026-04-12 20:03:00,Delivered,2026-04-12 20:03:00,2026-04-12 20:04:00,2026-04-12 20:08:25.709928120,2026-04-12 20:10:11.237779968,2026-04-12 20:11:56.600059644
5000078,110,166051,2026-03-20 20:03:00,Delivered,2026-03-20 20:03:00,2026-03-20 20:04:00,2026-03-20 20:09:38.418450690,2026-03-20 20:11:27.655504026,2026-03-20 20:13:39.380190678
5000079,107,137092,2026-02-22 20:03:00,Delivered,2026-02-22 20:03:00,2026-02-22 20:05:00,2026-02-22 20:08:46.605289146,2026-02-22 20:10:30.576230850,2026-02-22 20:12:46.327295280
5000080,107,119320,2026-04-19 09:03:00,Delivered,2026-04-19 09:03:00,2026-04-19 09:04:00,2026-04-19 09:07:56.202114210,2026-04-19 09:09:15.013582206,2026-04-19 09:11:08.764224858
5000081,104,125814,2026-04-25 09:03:00,Delivered,2026-04-25 09:03:00,2026-04-25 09:04:00,2026-04-25 09:08:53.751912792,2026-04-25 09:10:15.220126656,2026-04-25 09:11:57.159829650
5000082,104,102995,2026-06-12 13:03:00,Delivered,2026-06-12 13:03:00,2026-06-12 13:06:00,2026-06-12 13:09:25.937807358,2026-06-12 13:10:45.018118722,2026-06-12 13:13:08.709170670
5000083,110,139623,2026-04-22 10:03:00,Delivered,2026-04-22 10:03:00,2026-04-22 10:06:00,2026-04-22 10:10:36.209330532,2026-04-22 10:11:48.905922606,2026-04-22 10:13:46.564833726
5000084,109,145206,2026-06-30 13:03:00,Delivered,2026-06-30 13:03:00,2026-06-30 13:05:00,2026-06-30 13:09:26.023292850,2026-06-30 13:11:02.758111572,2026-06-30 13:14:17.669233944
5000085,105,192078,2026-05-30 16:03:00,Delivered,2026-05-30 16:03:00,2026-05-30 16:04:00,2026-05-30 16:07:51.760492584,2026-05-30 16:09:16.834250628,2026-05-30 16:11:40.951350006
5000086,104,142476,2026-01-15 11:03:00,Delivered,2026-01-15 11:03:00,2026-01-15 11:06:00,2026-01-15 11:09:50.671524294,2026-01-15 11:11:09.524500086,2026-01-15 11:12:55.906472082
5000087,102,192516,2026-03-12 09:03:00,Delivered,2026-03-12 09:03:00,2026-03-12 09:05:00,2026-03-12 09:09:23.908689012,2026-03-12 09:10:36.822132162,2026-03-12 09:13:40.829166984
5000088,101,112567,2026-03-11 13:03:00,Delivered,2026-03-11 13:03:00,2026-03-11 13:05:00,2026-03-11 13:08:31.676066178,2026-03-11 13:10:05.220313109,2026-03-11 13:11:28.922129033
5000089,105,193939,2026-01-01 19:03:00,Delivered,2026-01-01 19:03:00,2026-01-01 19:06:00,2026-01-01 19:08:27.476128842,2026-01-01 19:10:27.900433578,2026-01-01 19:12:21.113710200
5000090,106,141794,2026-02-02 17:03:00,Delivered,2026-02-02 17:03:00,2026-02-02 17:06:00,2026-02-02 17:10:49.123910418,2026-02-02 17:12:21.979731906,2026-02-02 17:13:43.664787348
5000091,107,176600,2026-05-18 12:03:00,Delivered,2026-05-18 12:03:00,2026-05-18 12:04:00,2026-05-18 12:07:24.319104492,2026-05-18 12:08:21.797770686,2026-05-18 12:10:21.599989614
5000092,109,123778,2026-03-05 12:03:00,Delivered,2026-03-05 12:03:00,2026-03-05 12:05:00,2026-03-05 12:10:03.421404414,2026-03-05 12:11:32.833700334,2026-03-05 12:14:50.745653550
5000093,104,117879,2026-01-27 16:03:00,Delivered,2026-01-27 16:03:00,2026-01-27 16:06:00,2026-01-27 16:10:32.962364513,2026-01-27 16:12:14.512920437,2026-01-27 16:14:35.511560399
5000094,102,156873,2026-02-22 09:03:00,Delivered,2026-02-22 09:03:00,2026-02-22 09:06:00,2026-02-22 09:10:10.503690648,2026-02-22 09:11:57.538942788,2026-02-22 09:12:46.593950580
5000095,109,171766,2026-02-19 21:03:00,Delivered,2026-02-19 21:03:00,2026-02-19 21:06:00,2026-02-19 21:14:44.785486530,2026-02-19 21:16:27.167631306,2026-02-19 21:18:20.765685324
5000096,108,126348,2026-02-01 21:03:00,Delivered,2026-02-01 21:03:00,2026-02-01 21:06:00,2026-02-01 21:11:15.142880874,2026-02-01 21:12:48.354150912,2026-02-01 21:15:13.157984208
5000097,106,133536,2026-01-19 07:03:00,Delivered,2026-01-19 07:03:00,2026-01-19 07:05:00,2026-01-19 07:10:45.855338706,2026-01-19 07:13:20.917629564,2026-01-19 07:15:46.866610704
5000098,101,142427,2026-05-19 23:03:00,Delivered,2026-05-19 23:03:00,2026-05-19 23:04:00,2026-05-19 23:08:19.918012938,2026-05-19 23:09:21.345198324,2026-05-19 23:11:24.974009622
5000099,105,142519,2026-05-30 07:03:00,Delivered,2026-05-30 07:03:00,2026-05-30 07:05:00,2026-05-30 07:09:21.768577170,2026-05-30 07:11:27.523293132,2026-05-30 07:14:16.443468786
5000100,107,198875,2026-03-31 14:03:00,Delivered,2026-03-31 14:03:00,2026-03-31 14:04:00,2026-03-31 14:09:06.363863772,2026-03-31 14:10:49.648956822,2026-03-31 14:13:29.766353832
5000101,109,146144,2026-04-22 18:03:00,Delivered,2026-04-22 18:03:00,2026-04-22 18:04:00,2026-04-22 18:09:02.936393838,2026-04-22 18:11:27.990133962,2026-04-22 18:13:32.707468602
5000102,106,176344,2026-06-16 12:03:00,Delivered,2026-06-16 12:03:00,2026-06-16 12:05:00,2026-06-16 12:09:26.622481896,2026-06-16 12:10:21.854299524,2026-06-16 12:12:45.246800562
5000103,105,125602,2026-06-02 10:03:00,Delivered,2026-06-02 10:03:00,2026-06-02 10:05:00,2026-06-02 10:07:16.742097054,2026-06-02 10:09:23.625658170,2026-06-02 10:11:28.877428794
5000104,104,167742,2026-01-06 07:03:00,Delivered,2026-01-06 07:03:00,2026-01-06 07:06:00,2026-01-06 07:08:59.341695000,2026-01-06 07:11:08.655045240,2026-01-06 07:13:23.350909404
5000105,105,120826,2026-06-22 19:03:00,Delivered,2026-06-22 19:03:00,2026-06-22 19:04:00,2026-06-22 19:08:38.895861000,2026-06-22 19:10:05.122713942,2026-06-22 19:12:26.276974494
5000106,101,171520,2026-01-13 07:03:00,Delivered,2026-01-13 07:03:00,2026-01-13 07:04:00,2026-01-13 07:08:50.360067138,2026-01-13 07:09:59.953230768,2026-01-13 07:13:00.724886556
5000107,102,110363,2026-01-05 15:03:00,Delivered,2026-01-05 15:03:00,2026-01-05 15:04:00,2026-01-05 15:09:46.533159552,2026-01-05 15:12:07.485494004,2026-01-05 15:14:42.161886912
5000108,108,130079,2026-03-14 13:03:00,Delivered,2026-03-14 13:03:00,2026-03-14 13:04:00,2026-03-14 13:09:04.785746934,2026-03-14 13:10:15.005786436,2026-03-14 13:12:27.161214894
5000109,104,144117,2026-05-15 23:03:00,Delivered,2026-05-15 23:03:00,2026-05-15 23:06:00,2026-05-15 23:09:41.726520156,2026-05-15 23:11:36.846974268,2026-05-15 23:13:29.426059308
5000110,109,193013,2026-01-15 22:03:00,Delivered,2026-01-15 22:03:00,2026-01-15 22:06:00,2026-01-15 22:09:16.050818682,2026-01-15 22:11:21.935802582,2026-01-15 22:14:05.766077940
5000111,104,159190,2026-02-23 20:03:00,Delivered,2026-02-23 20:03:00,2026-02-23 20:06:00,2026-02-23 20:07:21.215598906,2026-02-23 20:08:47.360480646,2026-02-23 20:11:14.598081456
5000112,110,119400,2026-02-17 19:03:00,Delivered,2026-02-17 19:03:00,2026-02-17 19:06:00,2026-02-17 19:12:41.601825804,2026-02-17 19:14:07.584910038,2026-02-17 19:16:14.975745786
5000113,102,188237,2026-03-13 16:03:00,Delivered,2026-03-13 16:03:00,2026-03-13 16:05:00,2026-03-13 16:10:35.744473110,2026-03-13 16:12:48.112493526,2026-03-13 16:14:45.495154548
5000114,102,179344,2026-06-28 12:03:00,Delivered,2026-06-28 12:03:00,2026-06-28 12:06:00,2026-06-28 12:10:58.841864724,2026-06-28 12:12:21.466957080,2026-06-28 12:14:36.617243856
5000115,106,101762,2026-03-01 09:03:00,Delivered,2026-03-01 09:03:00,2026-03-01 09:04:00,2026-03-01 09:12:25.996808472,2026-03-01 09:13:42.615359681,2026-03-01 09:15:22.583180273
5000116,109,113329,2026-02-07 23:03:00,Delivered,2026-02-07 23:03:00,2026-02-07 23:05:00,2026-02-07 23:09:13.770598878,2026-02-07 23:09:43.770598878,2026-02-07 23:10:46.544925318
5000117,102,104535,2026-01-23 13:03:00,Delivered,2026-01-23 13:03:00,2026-01-23 13:04:00,2026-01-23 13:07:51.121820706,2026-01-23 13:09:48.039343974,2026-01-23 13:13:15.574146330
5000118,106,123205,2026-02-05 14:03:00,Delivered,2026-02-05 14:03:00,2026-02-05 14:06:00,2026-02-05 14:11:01.553054514,2026-02-05 14:12:22.590172152,2026-02-05 14:15:51.481799982
5000119,103,174343,2026-01-25 09:03:00,Delivered,2026-01-25 09:03:00,2026-01-25 09:06:00,2026-01-25 09:11:08.898291786,2026-01-25 09:12:57.686621130,2026-01-25 09:15:16.923481716
5000120,108,117492,2026-04-14 11:03:00,Delivered,2026-04-14 11:03:00,2026-04-14 11:05:00,2026-04-14 11:08:04.521595662,2026-04-14 11:09:30.990014742,2026-04-14 11:12:08.889753582
5000121,106,179041,2026-03-18 17:03:00,Delivered,2026-03-18 17:03:00,2026-03-18 17:04:00,2026-03-18 17:08:37.916592624,2026-03-18 17:10:39.967565472,2026-03-18 17:12:41.709962994
5000122,107,140436,2026-04-01 14:03:00,Delivered,2026-04-01 14:03:00,2026-04-01 14:04:00,2026-04-01 14:09:19.078391814,2026-04-01 14:11:22.081909884,2026-04-01 14:13:59.202422856
5000123,103,103439,2026-05-31 16:03:00,Delivered,2026-05-31 16:03:00,2026-05-31 16:05:00,2026-05-31 16:10:52.054273812,2026-05-31 16:11:58.163392074,2026-05-31 16:14:16.155999996
5000124,103,155445,2026-04-16 10:03:00,Delivered,2026-04-16 10:03:00,2026-04-16 10:05:00,2026-04-16 10:08:33.218297106,2026-04-16 10:09:52.083197658,2026-04-16 10:12:14.219119308
5000125,107,176164,2026-01-29 08:03:00,Delivered,2026-01-29 08:03:00,2026-01-29 08:04:00,2026-01-29 08:09:22.332041046,2026-01-29 08:11:06.279479556,2026-01-29 08:12:32.009694744
5000126,104,135101,2026-03-10 22:03:00,Delivered,2026-03-10 22:03:00,2026-03-10 22:05:00,2026-03-10 22:06:49.566905148,2026-03-10 22:08:53.340526092,2026-03-10 22:12:31.909490112
5000127,107,155925,2026-02-26 14:03:00,Delivered,2026-02-26 14:03:00,2026-02-26 14:06:00,2026-02-26 14:11:35.048218962,2026-02-26 14:13:07.759832022,2026-02-26 14:14:27.541642254
5000128,102,181094,2026-05-30 13:03:00,Delivered,2026-05-30 13:03:00,2026-05-30 13:05:00,2026-05-30 13:10:06.592308726,2026-05-30 13:11:41.734725360,2026-05-30 13:14:35.134835070
5000129,104,131952,2026-02-25 11:03:00,Delivered,2026-02-25 11:03:00,2026-02-25 11:05:00,2026-02-25 11:09:20.794248516,2026-02-25 11:10:59.158902774,2026-02-25 11:12:33.842394336
5000130,102,137393,2026-01-26 18:03:00,Delivered,2026-01-26 18:03:00,2026-01-26 18:06:00,2026-01-26 18:11:17.073705492,2026-01-26 18:12:26.055463950,2026-01-26 18:13:04.654134906
5000131,101,165278,2026-05-14 16:03:00,Delivered,2026-05-14 16:03:00,2026-05-14 16:04:00,2026-05-14 16:07:10.012284402,2026-05-14 16:08:29.129277168,2026-05-14 16:11:27.625067706
5000132,103,192872,2026-03-19 13:03:00,Delivered,2026-03-19 13:03:00,2026-03-19 13:06:00,2026-03-19 13:09:17.686998870,2026-03-19 13:10:43.241569866,2026-03-19 13:13:04.490262894
5000133,105,130703,2026-01-18 22:03:00,Delivered,2026-01-18 22:03:00,2026-01-18 22:04:00,2026-01-18 22:07:19.849233606,2026-01-18 22:09:13.871340672,2026-01-18 22:10:21.761555004
