product_id,order_count,units_sold,sales_value,cum_pct,abc_class,velocity_rank,sku_code,product_name,category,subcategory,brand,unit_price,unit_weight_kg,shelf_life_days,unit_cost
10031,183,247,18836.22,41.88062749466258,A,29.0,SKU10031,Cookies 0031,Bakery,Cookies,Tata,76.26,1.271,56,54.75
10032,172,245,9481.5,42.33546830038058,A,34.0,SKU10032,Tissue 0032,Household,Tissue,Amul,38.7,3.356,27,27.66
10033,183,243,20783.79,42.786596119929456,A,29.0,SKU10033,Detergent 0033,Household,Detergent,Britannia,85.53,0.69,155,61.44
10028,180,239,12499.699999999999,43.230297967140075,A,31.0,SKU10028,Flour 0028,Staples,Flour,Amul,52.3,1.029,201,36.8
10038,172,238,11809.56,43.67214332126613,A,34.0,SKU10038,Sugar 0038,Staples,Sugar,Parle,49.62,4.556,273,28.28
10035,175,236,7931.96,44.11027568922306,A,33.0,SKU10035,Cheese 0035,Dairy,Cheese,Dove,33.61,0.736,89,24.78
10044,172,234,27937.260000000002,44.544695071010864,A,34.0,SKU10044,Coffee 0044,Beverages,Coffee,Nestle,119.39,1.313,299,89.61
10036,170,229,8021.87,44.96983198737585,A,35.0,SKU10036,Fries 0036,Frozen,Fries,Amul,35.03,1.453,285,25.65
10043,176,229,14225.48,45.39496890374083,A,32.0,SKU10043,Onion 0043,Vegetables,Onion,Dove,62.12,3.07,161,41.56
10039,164,225,24786.0,45.81267984776757,A,36.0,SKU10039,Face Wash 0039,Personal Care,Face Wash,Parle,110.16,1.052,41,73.88
10046,163,219,7467.900000000001,46.21925183328692,A,37.0,SKU10046,Curd 0046,Dairy,Curd,Parle,34.1,1.636,89,26.39
10037,160,216,22997.52,46.62025433955259,A,38.0,SKU10037,Water 0037,Beverages,Water,ITC,106.47,3.39,213,78.18
10051,150,208,8673.6,47.00640490114174,A,40.0,SKU10051,Frozen Peas 0051,Frozen,Frozen Peas,Parle,41.7,2.03,85,29.91
10042,148,203,11836.93,47.38327299730808,A,41.0,SKU10042,Cakes 0042,Bakery,Cakes,ITC,58.31,4.767,164,35.57
10041,156,200,22604.0,47.75457161422074,A,39.0,SKU10041,Tissue 0041,Household,Tissue,Dove,113.02,3.522,76,64.81
10040,139,195,8533.199999999999,48.11658776571057,A,42.0,SKU10040,Garbage Bags 0040,Household,Garbage Bags,Tata,43.76,2.733,297,28.9
10065,133,190,12576.1,48.469321451777596,A,46.0,SKU10065,Face Wash 0065,Personal Care,Face Wash,Amul,66.19,4.224,7,39.64
10055,134,188,4416.12,48.81834215167549,A,45.0,SKU10055,Juice 0055,Beverages,Juice,Local,23.49,4.683,263,16.74
10052,138,187,18124.04,49.16550635848881,A,43.0,SKU10052,Cleaner 0052,Household,Cleaner,Amul,96.92,4.382,171,77.59
10050,137,187,14041.83,49.512670565302145,A,44.0,SKU10050,Face Wash 0050,Personal Care,Face Wash,Dove,75.09,0.165,66,51.42
10054,130,186,6852.240000000001,49.85797827903091,A,47.0,SKU10054,Fries 0054,Frozen,Fries,Britannia,36.84,2.248,144,25.52
10066,121,174,12548.880000000001,50.18100807574492,A,54.0,SKU10066,Soft Drink 0066,Beverages,Soft Drink,Nestle,72.12,4.892,161,43.89
10045,128,167,7608.52,50.49104242086698,A,48.0,SKU10045,Soft Drink 0045,Beverages,Soft Drink,Local,45.56,3.146,102,27.97
10047,125,166,7242.580000000001,50.799220272904485,A,51.0,SKU10047,Namkeen 0047,Snacks,Namkeen,Tata,43.63,4.882,125,30.43
10049,127,166,4143.36,51.10739812494199,A,49.0,SKU10049,Cleaner 0049,Household,Cleaner,Dove,24.96,3.443,67,16.91
10048,126,165,11294.25,51.41371948389492,A,50.0,SKU10048,Cookies 0048,Bakery,Cookies,Local,68.45,2.028,132,51.7
10063,122,164,12749.359999999999,51.7181843497633,A,53.0,SKU10063,Coffee 0063,Beverages,Coffee,Nestle,77.74,4.568,134,62.95
10057,116,161,9949.8,52.01707973637798,A,56.0,SKU10057,Frozen Peas 0057,Frozen,Frozen Peas,Britannia,61.8,1.645,332,35.19
10059,115,159,7647.900000000001,52.31226213682354,A,57.0,SKU10059,Butter 0059,Dairy,Butter,Tata,48.1,2.475,65,32.71
10053,126,159,2621.91,52.607444537269096,A,50.0,SKU10053,Onion 0053,Vegetables,Onion,ITC,16.49,3.071,126,11.26
10073,115,158,4630.98,52.90077044463009,A,57.0,SKU10073,Cookies 0073,Bakery,Cookies,Amul,29.31,3.242,197,20.63
10068,123,156,23562.239999999998,53.190383365821965,A,52.0,SKU10068,Apple 0068,Fruits,Apple,Parle,151.04,3.835,111,83.1
10061,118,155,9368.199999999999,53.478139793929266,A,55.0,SKU10061,Garbage Bags 0061,Household,Garbage Bags,Local,60.44,1.704,68,41.3
10056,114,153,5526.36,53.76218323586745,A,58.0,SKU10056,Potato 0056,Vegetables,Potato,Britannia,36.12,4.277,89,27.06
10060,115,153,7714.26,54.04622667780563,A,57.0,SKU10060,Coffee 0060,Beverages,Coffee,Parle,50.42,3.179,115,40.28
10089,107,152,9124.56,54.32841362665924,A,63.0,SKU10089,Soap 0089,Personal Care,Soap,Tata,60.03,1.981,304,37.67
10067,108,151,9561.32,54.608744082428295,A,62.0,SKU10067,Potato 0067,Vegetables,Potato,Local,63.32,3.738,256,36.45
10058,110,147,7338.24,54.881648565859095,A,60.0,SKU10058,Onion 0058,Vegetables,Onion,Britannia,49.92,2.746,274,34.41
10069,106,147,7683.6900000000005,55.154553049289895,A,64.0,SKU10069,Chocolate 0069,Snacks,Chocolate,Local,52.27,3.825,314,34.84
10064,112,147,11179.35,55.42745753272069,A,59.0,SKU10064,Buns 0064,Bakery,Buns,Amul,76.05,4.623,49,51.08
10070,109,141,6603.03,55.689223057644114,A,61.0,SKU10070,Toothpaste 0070,Personal Care,Toothpaste,Amul,46.83,2.429,136,35.48
10071,107,137,5132.02,55.94356261022928,A,63.0,SKU10071,Ice Cream 0071,Frozen,Ice Cream,Amul,37.46,2.309,328,28.02
10080,99,136,10746.72,56.196045669729884,A,65.0,SKU10080,Flour 0080,Staples,Flour,Dove,79.02,4.31,235,52.26
10090,91,136,3587.68,56.44852872923048,A,70.0,SKU10090,Buns 0090,Bakery,Buns,Tata,26.38,4.993,331,16.29
10074,99,134,4691.34,56.69729880256196,A,65.0,SKU10074,Flour 0074,Staples,Flour,Amul,35.01,1.482,279,20.71
10072,99,130,4236.700000000001,56.938642903555184,A,65.0,SKU10072,Water 0072,Beverages,Water,Dove,32.59,1.239,87,18.21
10092,96,129,13145.1,57.17813051146384,A,67.0,SKU10092,Cakes 0092,Bakery,Cakes,Dove,101.9,0.812,289,72.07
10078,92,129,4802.67,57.417618119372506,A,69.0,SKU10078,Tomato 0078,Vegetables,Tomato,Amul,37.23,1.133,182,23.76
10110,86,127,5610.86,57.653392741112036,A,75.0,SKU10110,Bread 0110,Bakery,Bread,Britannia,44.18,3.281,305,30.83
10062,92,127,4187.19,57.88916736285157,A,69.0,SKU10062,Cakes 0062,Bakery,Cakes,ITC,32.97,1.259,101,22.3
10088,97,126,4387.32,58.123085491506544,A,66.0,SKU10088,Face Wash 0088,Personal Care,Face Wash,Dove,34.82,0.623,324,21.26
10075,91,125,6587.500000000001,58.355147127076954,A,70.0,SKU10075,Soap 0075,Personal Care,Soap,ITC,52.7,1.326,23,42.38
10096,95,124,3798.12,58.5853522695628,A,68.0,SKU10096,Garbage Bags 0096,Household,Garbage Bags,Parle,30.63,4.905,31,22.13
10087,89,124,7717.76,58.81555741204864,A,72.0,SKU10087,Apple 0087,Fruits,Apple,Parle,62.24,3.883,162,51.02
10112,90,123,10082.31,59.043906061449924,A,71.0,SKU10112,Toothpaste 0112,Personal Care,Toothpaste,ITC,81.97,4.997,41,56.27
10101,88,121,3668.7200000000003,59.26854172468207,A,73.0,SKU10101,Orange 0101,Fruits,Orange,Dove,30.32,4.43,172,23.49
10076,84,121,7808.13,59.49317738791423,A,77.0,SKU10076,Detergent 0076,Household,Detergent,Local,64.53,2.951,339,38.41
10095,85,119,1946.84,59.71410006497726,A,76.0,SKU10095,Garbage Bags 0095,Household,Garbage Bags,Dove,16.36,4.668,277,11.32
10105,82,119,3525.97,59.93502274204029,A,79.0,SKU10105,Chips 0105,Snacks,Chips,Tata,29.63,0.923,165,24.18
10093,92,118,5678.16,60.15408892601875,A,69.0,SKU10093,Rice 0093,Staples,Rice,Tata,48.12,2.143,132,39.37
10132,82,117,7208.37,60.371298616912654,A,79.0,SKU10132,Banana 0132,Fruits,Banana,Local,61.61,0.762,222,43.56
10077,87,116,6497.16,60.58665181472199,A,74.0,SKU10077,Butter 0077,Dairy,Butter,Tata,56.01,2.079,134,40.28
10094,83,115,7530.200000000001,60.800148519446765,A,78.0,SKU10094,Milk 0094,Dairy,Milk,Britannia,65.48,3.117,169,53.52
10083,86,114,8187.48,61.01178873108697,A,75.0,SKU10083,Flour 0083,Staples,Flour,Britannia,71.82,1.714,228,57.07
10098,85,113,3609.2200000000003,61.22157244964262,A,76.0,SKU10098,Toothpaste 0098,Personal Care,Toothpaste,Parle,31.94,0.733,7,25.61
10084,85,113,6777.74,61.43135616819827,A,76.0,SKU10084,Capsicum 0084,Vegetables,Capsicum,Local,59.98,3.998,364,41.09
10081,84,113,5696.33,61.64113988675392,A,77.0,SKU10081,Water 0081,Beverages,Water,Dove,50.41,0.88,10,38.06
10097,82,112,5279.68,61.84906711222501,A,79.0,SKU10097,Garbage Bags 0097,Household,Garbage Bags,Nestle,47.14,0.395,259,36.87
10079,79,111,9504.93,62.05513784461153,A,82.0,SKU10079,Tissue 0079,Household,Tissue,Dove,85.63,4.089,230,61.93
10085,83,109,2885.23,62.257495590828924,A,78.0,SKU10085,Sugar 0085,Staples,Sugar,Nestle,26.47,4.204,173,19.96
10109,81,108,3107.16,62.45799684396176,A,80.0,SKU10109,Apple 0109,Fruits,Apple,Amul,28.77,3.447,235,18.32
10129,74,107,3903.3599999999997,62.65664160401003,A,85.0,SKU10129,Potato 0129,Vegetables,Potato,Dove,36.48,4.017,273,22.77
10108,73,104,2486.64,62.84971688480461,A,86.0,SKU10108,Buns 0108,Bakery,Buns,Nestle,23.91,2.529,202,14.89
10124,75,103,7359.35,63.04093567251462,A,84.0,SKU10124,Chocolate 0124,Snacks,Chocolate,ITC,71.45,4.169,325,49.98
10086,80,103,5435.31,63.232154460224635,A,81.0,SKU10086,Orange 0086,Fruits,Orange,Dove,52.77,0.735,224,41.13
10118,76,103,4108.67,63.42337324793465,A,83.0,SKU10118,Tissue 0118,Household,Tissue,Nestle,39.89,2.333,309,23.31
10114,79,101,2270.48,63.61087904947554,A,82.0,SKU10114,Coffee 0114,Beverages,Coffee,ITC,22.48,0.521,83,14.84
10091,79,101,10755.49,63.79838485101643,A,82.0,SKU10091,Flour 0091,Staples,Flour,Parle,106.49,1.003,185,66.13
10123,72,100,2350.0,63.984034159472756,A,87.0,SKU10123,Butter 0123,Dairy,Butter,ITC,23.5,3.948,45,17.74
10131,71,99,7723.98,64.16782697484452,A,88.0,SKU10131,Frozen Snacks 0131,Frozen,Frozen Snacks,Tata,78.02,4.471,300,44.07
10139,73,99,6840.9,64.35161979021628,A,86.0,SKU10139,Rice 0139,Staples,Rice,Local,69.1,0.053,225,39.34
10113,68,99,6099.389999999999,64.53541260558805,A,91.0,SKU10113,Toothpaste 0113,Personal Care,Toothpaste,Britannia,61.61,2.606,260,44.48
10106,75,99,6122.160000000001,64.71920542095981,A,84.0,SKU10106,Chocolate 0106,Snacks,Chocolate,Tata,61.84,2.146,208,49.14
10100,79,99,14672.79,64.90299823633157,A,82.0,SKU10100,Detergent 0100,Household,Detergent,Dove,148.21,1.39,175,102.67
10125,65,98,3189.8999999999996,65.08493455861877,A,93.0,SKU10125,Garbage Bags 0125,Household,Garbage Bags,Britannia,32.55,4.115,60,18.09
10102,70,98,3520.1600000000003,65.26687088090597,A,89.0,SKU10102,Garbage Bags 0102,Household,Garbage Bags,ITC,35.92,3.334,181,22.7
10121,68,98,7835.1,65.44880720319317,A,91.0,SKU10121,Chocolate 0121,Snacks,Chocolate,Tata,79.95,3.378,244,53.61
10104,69,97,11852.43,65.62888703239581,A,90.0,SKU10104,Coffee 0104,Beverages,Coffee,ITC,122.19,4.171,149,99.72
10082,72,96,3781.44,65.80711036851388,A,87.0,SKU10082,Rice 0082,Staples,Rice,Local,39.39,0.087,316,24.12
10107,65,96,13030.079999999998,65.98533370463196,A,93.0,SKU10107,Curd 0107,Dairy,Curd,Britannia,135.73,2.783,279,103.91
10099,74,96,7491.84,66.16355704075002,A,85.0,SKU10099,Coffee 0099,Beverages,Coffee,Local,78.04,3.964,212,47.22
10111,70,95,3998.55,66.33992388378353,A,89.0,SKU10111,Water 0111,Beverages,Water,ITC,42.09,4.961,361,29.52
10120,68,95,6798.2,66.51629072681705,A,91.0,SKU10120,Soap 0120,Personal Care,Soap,Nestle,71.56,0.305,363,55.79
10127,71,94,2518.2599999999998,66.690801076766,A,88.0,SKU10127,Shampoo 0127,Personal Care,Shampoo,Britannia,26.79,1.642,48,16.01
10115,72,91,6429.150000000001,66.85974194746125,A,87.0,SKU10115,Dal 0115,Staples,Dal,Parle,70.65,3.653,73,53.15
10150,61,91,4306.12,67.0286828181565,A,97.0,SKU10150,Garbage Bags 0150,Household,Garbage Bags,Nestle,47.32,4.105,148,33.68
10122,70,91,6216.21,67.19762368885176,A,89.0,SKU10122,Chocolate 0122,Snacks,Chocolate,Nestle,68.31,1.799,318,41.77
10117,72,89,9190.140000000001,67.3628515733779,A,87.0,SKU10117,Butter 0117,Dairy,Butter,Nestle,103.26,1.626,26,66.01
10133,65,88,3534.96,67.52622296481945,A,93.0,SKU10133,Orange 0133,Fruits,Orange,Dove,40.17,4.401,230,22.33
10103,66,88,5404.96,67.68959435626103,A,92.0,SKU10103,Chocolate 0103,Snacks,Chocolate,Dove,61.42,0.604,180,41.07
10165,64,87,11965.98,67.85110925461802,A,94.0,SKU10165,Face Wash 0165,Personal Care,Face Wash,Parle,137.54,0.923,281,105.75
10116,68,86,3517.3999999999996,68.01076765989046,A,91.0,SKU10116,Chocolate 0116,Snacks,Chocolate,Britannia,40.9,4.884,289,26.18
10157,63,85,12951.45,68.16856957207834,A,95.0,SKU10157,Tomato 0157,Vegetables,Tomato,Parle,152.37,3.764,270,85.69
10138,62,83,3324.1499999999996,68.3226584980971,A,96.0,SKU10138,Apple 0138,Fruits,Apple,Parle,40.05,0.311,204,26.82
10144,63,83,1356.22,68.47674742411584,A,95.0,SKU10144,Orange 0144,Fruits,Orange,Dove,16.34,4.124,72,12.97
10141,63,82,3644.08,68.62897985705003,A,95.0,SKU10141,Dal 0141,Staples,Dal,ITC,44.44,3.884,80,35.16
10160,62,81,4119.66,68.77935579689965,A,96.0,SKU10160,Milk 0160,Dairy,Milk,Britannia,50.86,1.135,296,28.23
10142,65,81,8740.71,68.92973173674928,A,93.0,SKU10142,Orange 0142,Fruits,Orange,Tata,107.91,0.222,63,59.67
10181,63,81,1971.54,69.0801076765989,A,95.0,SKU10181,Face Wash 0181,Personal Care,Face Wash,Local,24.34,3.687,359,19.47
10119,59,80,3176.8,69.22862712336396,A,98.0,SKU10119,Chocolate 0119,Snacks,Chocolate,Parle,39.71,2.153,281,23.86
10191,50,80,14375.999999999998,69.37714657012903,A,107.0,SKU10191,Onion 0191,Vegetables,Onion,Parle,179.7,2.122,269,128.62
10148,57,78,1616.94,69.52195303072496,A,100.0,SKU10148,Chocolate 0148,Snacks,Chocolate,Tata,20.73,4.124,346,15.1
10146,56,78,15234.96,69.66675949132089,A,101.0,SKU10146,Toothpaste 0146,Personal Care,Toothpaste,Parle,195.32,0.777,23,115.34
10200,55,77,3308.69,69.80970945883226,A,102.0,SKU10200,Garbage Bags 0200,Household,Garbage Bags,ITC,42.97,3.399,362,29.12
10180,59,77,1791.79,69.95265942634364,A,98.0,SKU10180,Tomato 0180,Vegetables,Tomato,Dove,23.27,1.481,158,12.91
10126,61,77,4728.57,70.09560939385501,B,97.0,SKU10126,Tomato 0126,Vegetables,Tomato,Tata,61.41,2.112,116,39.02
10222,53,76,5486.44,70.23670286828181,B,104.0,SKU10222,Dal 0222,Staples,Dal,ITC,72.19,4.308,150,41.43
10140,54,76,3178.32,70.37779634270862,B,103.0,SKU10140,Cheese 0140,Dairy,Cheese,Dove,41.82,2.21,109,32.07
10158,57,76,4522.0,70.51888981713543,B,100.0,SKU10158,Cookies 0158,Bakery,Cookies,Dove,59.5,2.35,65,38.38
10220,51,76,2547.5200000000004,70.65998329156224,B,106.0,SKU10220,Cakes 0220,Bakery,Cakes,Tata,33.52,0.922,72,27.37
10178,56,76,3496.7599999999998,70.80107676598905,B,101.0,SKU10178,Capsicum 0178,Vegetables,Capsicum,Parle,46.01,1.143,98,27.81
10170,54,76,4867.799999999999,70.94217024041585,B,103.0,SKU10170,Chips 0170,Snacks,Chips,Local,64.05,0.729,297,39.47
10179,55,76,3983.92,71.08326371484266,B,102.0,SKU10179,Apple 0179,Fruits,Apple,ITC,52.42,3.298,3,41.99
10197,54,76,7758.84,71.22435718926947,B,103.0,SKU10197,Tissue 0197,Household,Tissue,Amul,102.09,2.633,209,58.22
10155,59,75,1939.5,71.36359417061172,B,98.0,SKU10155,Juice 0155,Beverages,Juice,Parle,25.86,3.774,245,16.73
10136,53,74,4105.5199999999995,71.5009746588694,B,104.0,SKU10136,Dal 0136,Staples,Dal,Nestle,55.48,2.693,127,39.6
10183,53,74,3110.96,71.63835514712707,B,104.0,SKU10183,Shampoo 0183,Personal Care,Shampoo,Local,42.04,2.777,255,23.26
10246,56,74,4159.54,71.77573563538476,B,101.0,SKU10246,Buns 0246,Bakery,Buns,ITC,56.21,2.905,37,37.2
10159,54,73,3366.7599999999998,71.91125963055788,B,103.0,SKU10159,Potato 0159,Vegetables,Potato,Local,46.12,1.871,83,34.22
10128,56,73,4982.25,72.046783625731,B,101.0,SKU10128,Curd 0128,Dairy,Curd,Nestle,68.25,3.757,147,49.62
10171,56,72,2545.92,72.18045112781955,B,101.0,SKU10171,Ice Cream 0171,Frozen,Ice Cream,Tata,35.36,3.285,154,19.85
10274,59,72,4904.64,72.31411862990811,B,98.0,SKU10274,Soft Drink 0274,Beverages,Soft Drink,Amul,68.12,2.794,147,49.1
10195,56,72,5914.08,72.44778613199666,B,101.0,SKU10195,Coffee 0195,Beverages,Coffee,Britannia,82.14,1.958,247,48.58
10161,51,71,5272.46,72.57959714100065,B,106.0,SKU10161,Bread 0161,Bakery,Bread,Local,74.26,1.081,357,49.65
10218,52,71,3767.9700000000003,72.71140815000464,B,105.0,SKU10218,Biscuits 0218,Snacks,Biscuits,Amul,53.07,1.075,70,32.88
10135,54,70,3065.9999999999995,72.84136266592407,B,103.0,SKU10135,Frozen Snacks 0135,Frozen,Frozen Snacks,Dove,43.8,0.81,158,25.93
10176,58,70,3788.3999999999996,72.9713171818435,B,99.0,SKU10176,Water 0176,Beverages,Water,Dove,54.12,4.371,352,41.81
10184,48,70,1059.8,73.10127169776293,B,109.0,SKU10184,Onion 0184,Vegetables,Onion,Local,15.14,4.151,93,11.45
10169,56,70,5126.1,73.23122621368235,B,101.0,SKU10169,Frozen Peas 0169,Frozen,Frozen Peas,Parle,73.23,4.952,364,52.21
10182,50,69,4794.12,73.35932423651722,B,107.0,SKU10182,Soap 0182,Personal Care,Soap,Dove,69.48,2.854,159,56.07
10156,51,69,5344.05,73.48742225935209,B,106.0,SKU10156,Rice 0156,Staples,Rice,Tata,77.45,2.546,71,47.29
10229,46,69,3390.6600000000003,73.61552028218695,B,111.0,SKU10229,Tomato 0229,Vegetables,Tomato,Tata,49.14,1.067,270,31.47
10207,48,68,5975.84,73.74176181193725,B,109.0,SKU10207,Butter 0207,Dairy,Butter,Parle,87.88,4.457,266,53.54
10149,55,68,3179.0,73.86800334168755,B,102.0,SKU10149,Chips 0149,Snacks,Chips,Amul,46.75,2.718,279,34.86
10247,49,68,4884.44,73.99424487143786,B,108.0,SKU10247,Face Wash 0247,Personal Care,Face Wash,Tata,71.83,4.041,152,49.63
10251,52,68,5477.4,74.12048640118816,B,105.0,SKU10251,Garbage Bags 0251,Household,Garbage Bags,Britannia,80.55,2.494,65,52.43
10134,57,68,7670.4,74.24672793093846,B,100.0,SKU10134,Juice 0134,Beverages,Juice,ITC,112.8,0.526,342,87.89
10166,54,68,3402.72,74.37296946068876,B,103.0,SKU10166,Coffee 0166,Beverages,Coffee,Tata,50.04,0.918,52,37.14
10163,49,67,3971.76,74.4973544973545,B,108.0,SKU10163,Tissue 0163,Household,Tissue,Tata,59.28,0.639,336,42.37
10152,49,67,2096.43,74.62173953402024,B,108.0,SKU10152,Toothpaste 0152,Personal Care,Toothpaste,Tata,31.29,2.003,304,21.38
10147,55,67,2986.86,74.74612457068598,B,102.0,SKU10147,Buns 0147,Bakery,Buns,Dove,44.58,4.311,230,26.96
10137,55,66,4122.36,74.86865311426715,B,102.0,SKU10137,Curd 0137,Dairy,Curd,ITC,62.46,0.384,363,41.85
10205,47,66,4216.08,74.99118165784833,B,110.0,SKU10205,Cleaner 0205,Household,Cleaner,Local,63.88,3.249,327,41.5
10164,52,66,2964.06,75.1137102014295,B,105.0,SKU10164,Detergent 0164,Household,Detergent,Amul,44.91,0.476,333,34.12
10412,46,65,2306.2,75.2343822519261,B,111.0,SKU10412,Face Wash 0412,Personal Care,Face Wash,Parle,35.48,4.657,181,27.03
10236,44,65,6238.05,75.35505430242273,B,113.0,SKU10236,Butter 0236,Dairy,Butter,Nestle,95.97,0.654,148,55.79
10153,47,65,4741.75,75.47572635291934,B,110.0,SKU10153,Juice 0153,Beverages,Juice,Amul,72.95,3.702,3,46.04
10198,48,65,2734.55,75.59639840341595,B,109.0,SKU10198,Fries 0198,Frozen,Fries,Parle,42.07,1.608,209,31.43
10193,45,65,4308.2,75.71707045391256,B,112.0,SKU10193,Soft Drink 0193,Beverages,Soft Drink,Britannia,66.28,4.142,307,43.92
10167,46,65,8171.15,75.83774250440918,B,111.0,SKU10167,Detergent 0167,Household,Detergent,Parle,125.71,4.124,110,72.63
10190,50,65,4226.3,75.95841455490579,B,107.0,SKU10190,Fries 0190,Frozen,Fries,Amul,65.02,1.338,139,50.68
10206,50,65,3138.2000000000003,76.0790866054024,B,107.0,SKU10206,Mango 0206,Fruits,Mango,Dove,48.28,0.901,190,28.83
10219,48,65,5996.900000000001,76.199758655899,B,109.0,SKU10219,Namkeen 0219,Snacks,Namkeen,ITC,92.26,2.143,64,68.0
10186,42,64,4003.84,76.31857421331105,B,115.0,SKU10186,Butter 0186,Dairy,Butter,Nestle,62.56,0.182,283,49.71
10199,46,64,2810.88,76.4373897707231,B,111.0,SKU10199,Mango 0199,Fruits,Mango,ITC,43.92,2.842,133,34.22
10168,49,64,2012.16,76.55620532813515,B,108.0,SKU10168,Cookies 0168,Bakery,Cookies,Amul,31.44,2.023,248,21.32
10143,49,64,2076.8,76.6750208855472,B,108.0,SKU10143,Frozen Peas 0143,Frozen,Frozen Peas,Britannia,32.45,3.279,83,19.41
10316,44,64,2032.64,76.79383644295925,B,113.0,SKU10316,Apple 0316,Fruits,Apple,Amul,31.76,4.82,266,23.25
10301,48,64,3572.48,76.9126520003713,B,109.0,SKU10301,Toothpaste 0301,Personal Care,Toothpaste,Amul,55.82,4.268,313,38.31
10211,50,63,1077.93,77.02961106469878,B,107.0,SKU10211,Buns 0211,Bakery,Buns,Britannia,17.11,0.344,52,10.4
