product_id,order_count,units_sold,sales_value,cum_pct,abc_class,velocity_rank,sku_code,product_name,category,subcategory,brand,unit_price,unit_weight_kg,shelf_life_days,unit_cost,store_id,location_id,aisle_id,shelf_id,rack_position,zone,distance_from_packing_m,velocity_score,distance_score,optimization_score,proposed_distance_m,distance_saved_m,estimated_minutes_saved_per_pick
10001,1497,2107,77916.86,3.911630929174789,A,1.0,SKU10001,Namkeen 0001,Snacks,Namkeen,Local,36.98,2.276,104,28.6,104,1501,A04,S02,R03,Snacks,13.56,1.0,0.3230879199428163,0.7292351679771265,8.136,5.424000000000001,0.07533333333333335
10004,1146,1593,121322.88,13.233082706766917,A,4.0,SKU10004,Tissue 0004,Household,Tissue,Dove,76.16,4.959,107,54.86,101,4,A05,S06,R04,Household,28.81,0.7560512577123872,0.6864426971646413,0.7282078334932889,17.285999999999998,11.524000000000001,0.1600555555555556
10004,1146,1593,121322.88,13.233082706766917,A,4.0,SKU10004,Tissue 0004,Household,Tissue,Dove,76.16,4.959,107,54.86,103,1004,A05,S07,R02,Household,28.47,0.7560512577123872,0.6783416726233024,0.7249674236767533,17.081999999999997,11.388000000000002,0.1581666666666667
10001,1497,2107,77916.86,3.911630929174789,A,1.0,SKU10001,Namkeen 0001,Snacks,Namkeen,Local,36.98,2.276,104,28.6,103,1001,A03,S03,R05,Snacks,11.88,1.0,0.283059328091494,0.7132237312365975,7.128,4.752000000000001,0.06600000000000002
10003,1210,1675,59747.25,10.275689223057643,A,3.0,SKU10003,Cleaner 0003,Household,Cleaner,Dove,35.67,3.761,145,27.08,103,1003,A04,S07,R05,Household,21.58,0.794969150450878,0.5141767929473433,0.6826522074494641,12.947999999999999,8.632,0.11988888888888889
10003,1210,1675,59747.25,10.275689223057643,A,3.0,SKU10003,Cleaner 0003,Household,Cleaner,Dove,35.67,3.761,145,27.08,109,4003,A10,S06,R04,Household,21.06,0.794969150450878,0.5017869907076483,0.677696286553586,12.636,8.424,0.11699999999999999
10006,1016,1397,91615.26,18.4943841084192,A,6.0,SKU10006,Garbage Bags 0006,Household,Garbage Bags,Amul,65.58,3.317,194,47.37,110,4506,A03,S07,R01,Household,29.29,0.6630280018984338,0.6978794376935906,0.6769685762164965,17.573999999999998,11.716000000000001,0.16272222222222227
10001,1497,2107,77916.86,3.911630929174789,A,1.0,SKU10001,Namkeen 0001,Snacks,Namkeen,Local,36.98,2.276,104,28.6,107,3001,A12,S01,R02,Snacks,7.43,1.0,0.17703121277102693,0.6708124851084107,4.457999999999999,2.9720000000000004,0.04127777777777778
10003,1210,1675,59747.25,10.275689223057643,A,3.0,SKU10003,Cleaner 0003,Household,Cleaner,Dove,35.67,3.761,145,27.08,108,3503,A01,S03,R02,Household,20.08,0.794969150450878,0.4784369787943769,0.6683562817882776,12.047999999999998,8.032,0.11155555555555556
10008,970,1341,91871.91,20.983941334818528,A,8.0,SKU10008,Buns 0008,Bakery,Buns,Amul,68.51,4.74,322,50.86,105,2008,A02,S06,R01,Bakery,30.01,0.6364499288087327,0.7150345484870146,0.6678837766800455,18.006,12.004000000000001,0.16672222222222227
10001,1497,2107,77916.86,3.911630929174789,A,1.0,SKU10001,Namkeen 0001,Snacks,Namkeen,Local,36.98,2.276,104,28.6,110,4501,A09,S05,R03,Snacks,6.85,1.0,0.16321181796521325,0.6652847271860853,4.109999999999999,2.74,0.03805555555555556
10004,1146,1593,121322.88,13.233082706766917,A,4.0,SKU10004,Tissue 0004,Household,Tissue,Dove,76.16,4.959,107,54.86,109,4004,A03,S02,R01,Household,22.05,0.7560512577123872,0.5253752680486061,0.6637808618468748,13.23,8.82,0.12250000000000001
10007,974,1337,63266.84,23.466072588879605,A,7.0,SKU10007,Chips 0007,Snacks,Chips,Local,47.32,1.547,70,32.7,101,7,A02,S06,R04,Snacks,29.45,0.6345514950166113,0.7016916845365737,0.6614075708245963,17.669999999999998,11.780000000000001,0.16361111111111112
10004,1146,1593,121322.88,13.233082706766917,A,4.0,SKU10004,Tissue 0004,Household,Tissue,Dove,76.16,4.959,107,54.86,107,3004,A08,S07,R01,Household,20.87,0.7560512577123872,0.49725994758160597,0.6525347336600746,12.522,8.348,0.11594444444444446
10005,1040,1437,134991.78,15.900863269284322,A,5.0,SKU10005,Detergent 0005,Household,Detergent,Local,93.94,2.68,121,74.04,109,4005,A05,S01,R03,Household,24.88,0.6820123398196488,0.5928043840838694,0.646329157525337,14.927999999999999,9.952,0.13822222222222222
10007,974,1337,63266.84,23.466072588879605,A,7.0,SKU10007,Chips 0007,Snacks,Chips,Local,47.32,1.547,70,32.7,105,2007,A06,S03,R02,Snacks,27.71,0.6345514950166113,0.6602335001191327,0.6448242970576199,16.626,11.084,0.15394444444444444
10002,1236,1753,118678.1,7.166063306414183,A,2.0,SKU10002,Frozen Snacks 0002,Frozen,Frozen Snacks,Tata,67.7,4.468,73,47.84,103,1002,A03,S01,R03,Frozen,14.18,0.8319886093972473,0.3378603764593757,0.6343373162220987,8.508,5.672000000000001,0.0787777777777778
10002,1236,1753,118678.1,7.166063306414183,A,2.0,SKU10002,Frozen Snacks 0002,Frozen,Frozen Snacks,Tata,67.7,4.468,73,47.84,101,2,A03,S01,R03,Frozen,13.97,0.8319886093972473,0.33285680247796046,0.6323358866295326,8.382,5.588000000000001,0.07761111111111113
10003,1210,1675,59747.25,10.275689223057643,A,3.0,SKU10003,Cleaner 0003,Household,Cleaner,Dove,35.67,3.761,145,27.08,101,3,A05,S01,R01,Household,15.88,0.794969150450878,0.37836549916607104,0.6283276899369552,9.528,6.352,0.08822222222222223
10006,1016,1397,91615.26,18.4943841084192,A,6.0,SKU10006,Garbage Bags 0006,Household,Garbage Bags,Amul,65.58,3.317,194,47.37,103,1006,A08,S02,R04,Household,24.09,0.6630280018984338,0.5739814152966405,0.6274093672577165,14.453999999999999,9.636000000000001,0.13383333333333336
10006,1016,1397,91615.26,18.4943841084192,A,6.0,SKU10006,Garbage Bags 0006,Household,Garbage Bags,Amul,65.58,3.317,194,47.37,104,1506,A09,S03,R05,Household,24.09,0.6630280018984338,0.5739814152966405,0.6274093672577165,14.453999999999999,9.636000000000001,0.13383333333333336
10007,974,1337,63266.84,23.466072588879605,A,7.0,SKU10007,Chips 0007,Snacks,Chips,Local,47.32,1.547,70,32.7,107,3007,A03,S05,R05,Snacks,25.01,0.6345514950166113,0.5959018346437932,0.6190916308674841,15.006,10.004000000000001,0.13894444444444445
10009,918,1259,58908.61,25.80339738234475,A,9.0,SKU10009,Flour 0009,Staples,Flour,ITC,46.79,1.863,266,31.39,104,1509,A03,S05,R04,Staples,27.16,0.5975320360702421,0.6471289015963784,0.6173707822806966,16.296,10.864,0.1508888888888889
10008,970,1341,91871.91,20.983941334818528,A,8.0,SKU10008,Buns 0008,Bakery,Buns,Amul,68.51,4.74,322,50.86,107,3008,A07,S01,R01,Bakery,24.43,0.6364499288087327,0.5820824398379795,0.6147029332204315,14.658,9.772,0.13572222222222224
10002,1236,1753,118678.1,7.166063306414183,A,2.0,SKU10002,Frozen Snacks 0002,Frozen,Frozen Snacks,Tata,67.7,4.468,73,47.84,107,3002,A06,S05,R02,Frozen,12.11,0.8319886093972473,0.2885394329282821,0.6146089388096612,7.265999999999999,4.844,0.06727777777777778
10005,1040,1437,134991.78,15.900863269284322,A,5.0,SKU10005,Detergent 0005,Household,Detergent,Local,93.94,2.68,121,74.04,110,4505,A04,S06,R03,Household,21.41,0.6820123398196488,0.5101262806766739,0.6132579161624588,12.846,8.564,0.11894444444444445
10006,1016,1397,91615.26,18.4943841084192,A,6.0,SKU10006,Garbage Bags 0006,Household,Garbage Bags,Amul,65.58,3.317,194,47.37,108,3506,A10,S04,R04,Household,22.59,0.6630280018984338,0.538241601143674,0.6131134415965299,13.554,9.036,0.1255
10008,970,1341,91871.91,20.983941334818528,A,8.0,SKU10008,Buns 0008,Bakery,Buns,Amul,68.51,4.74,322,50.86,110,4508,A09,S03,R02,Bakery,24.21,0.6364499288087327,0.5768406004288779,0.6126061974567908,14.526,9.684000000000001,0.13450000000000004
10009,918,1259,58908.61,25.80339738234475,A,9.0,SKU10009,Flour 0009,Staples,Flour,ITC,46.79,1.863,266,31.39,107,3009,A09,S06,R05,Staples,26.44,0.5975320360702421,0.6299737908029546,0.610508737963327,15.864,10.576,0.1468888888888889
10005,1040,1437,134991.78,15.900863269284322,A,5.0,SKU10005,Detergent 0005,Household,Detergent,Local,93.94,2.68,121,74.04,102,505,A05,S04,R03,Household,20.97,0.6820123398196488,0.4996426018584703,0.6090644446351774,12.581999999999999,8.388,0.1165
10005,1040,1437,134991.78,15.900863269284322,A,5.0,SKU10005,Detergent 0005,Household,Detergent,Local,93.94,2.68,121,74.04,101,5,A01,S03,R05,Household,20.95,0.6820123398196488,0.49916607100309746,0.6088738322930283,12.569999999999999,8.38,0.1163888888888889
10008,970,1341,91871.91,20.983941334818528,A,8.0,SKU10008,Buns 0008,Bakery,Buns,Amul,68.51,4.74,322,50.86,109,4008,A07,S02,R01,Bakery,23.6,0.6364499288087327,0.5623064093400049,0.6067925210212416,14.16,9.440000000000001,0.13111111111111112
10009,918,1259,58908.61,25.80339738234475,A,9.0,SKU10009,Flour 0009,Staples,Flour,ITC,46.79,1.863,266,31.39,110,4509,A02,S01,R04,Staples,25.86,0.5975320360702421,0.6161543959971408,0.6049809800410015,15.515999999999998,10.344000000000001,0.1436666666666667
10006,1016,1397,91615.26,18.4943841084192,A,6.0,SKU10006,Garbage Bags 0006,Household,Garbage Bags,Amul,65.58,3.317,194,47.37,109,4006,A01,S07,R03,Household,21.46,0.6630280018984338,0.511317607815106,0.6023438442651027,12.876,8.584000000000001,0.11922222222222226
10003,1210,1675,59747.25,10.275689223057643,A,3.0,SKU10003,Cleaner 0003,Household,Cleaner,Dove,35.67,3.761,145,27.08,102,503,A09,S01,R04,Household,13.04,0.794969150450878,0.3106981177031213,0.6012607373517753,7.823999999999999,5.216,0.07244444444444445
10010,883,1209,105376.44,28.04789752158173,A,10.0,SKU10010,Coffee 0010,Beverages,Coffee,Parle,87.16,3.706,278,56.08,104,1510,A05,S02,R05,Beverages,26.96,0.5738016136687233,0.6423635930426496,0.6012264054182938,16.176,10.784000000000002,0.14977777777777784
10002,1236,1753,118678.1,7.166063306414183,A,2.0,SKU10002,Frozen Snacks 0002,Frozen,Frozen Snacks,Tata,67.7,4.468,73,47.84,105,2002,A01,S07,R01,Frozen,10.56,0.8319886093972473,0.25160829163688353,0.5998364822931018,6.336,4.224,0.05866666666666667
10006,1016,1397,91615.26,18.4943841084192,A,6.0,SKU10006,Garbage Bags 0006,Household,Garbage Bags,Amul,65.58,3.317,194,47.37,102,506,A02,S02,R04,Household,20.64,0.6630280018984338,0.49177984274481773,0.5945287382369874,12.384,8.256,0.11466666666666668
10009,918,1259,58908.61,25.80339738234475,A,9.0,SKU10009,Flour 0009,Staples,Flour,ITC,46.79,1.863,266,31.39,108,3509,A11,S05,R03,Staples,24.67,0.5975320360702421,0.5878008101024542,0.5936395456831269,14.802,9.868000000000002,0.1370555555555556
10010,883,1209,105376.44,28.04789752158173,A,10.0,SKU10010,Coffee 0010,Beverages,Coffee,Parle,87.16,3.706,278,56.08,110,4510,A10,S07,R04,Beverages,25.87,0.5738016136687233,0.6163926614248273,0.5908380327711649,15.522,10.348,0.14372222222222225
10004,1146,1593,121322.88,13.233082706766917,A,4.0,SKU10004,Tissue 0004,Household,Tissue,Dove,76.16,4.959,107,54.86,110,4504,A11,S06,R03,Household,13.91,0.7560512577123872,0.3314272099118418,0.586201638592169,8.346,5.564,0.07727777777777778
10010,883,1209,105376.44,28.04789752158173,A,10.0,SKU10010,Coffee 0010,Beverages,Coffee,Parle,87.16,3.706,278,56.08,107,3010,A11,S04,R05,Beverages,25.35,0.5738016136687233,0.6040028591851323,0.5858821118752868,15.21,10.14,0.14083333333333334
10005,1040,1437,134991.78,15.900863269284322,A,5.0,SKU10005,Detergent 0005,Household,Detergent,Local,93.94,2.68,121,74.04,106,2505,A01,S06,R02,Household,18.51,0.6820123398196488,0.4410293066476055,0.5856191265508315,11.106,7.404000000000002,0.10283333333333336
10004,1146,1593,121322.88,13.233082706766917,A,4.0,SKU10004,Tissue 0004,Household,Tissue,Dove,76.16,4.959,107,54.86,105,2004,A10,S02,R05,Household,13.77,0.7560512577123872,0.3280914939242316,0.5848673521971249,8.261999999999999,5.508000000000001,0.07650000000000001
10002,1236,1753,118678.1,7.166063306414183,A,2.0,SKU10002,Frozen Snacks 0002,Frozen,Frozen Snacks,Tata,67.7,4.468,73,47.84,106,2502,A06,S01,R05,Frozen,8.95,0.8319886093972473,0.21324755777936621,0.5844921887500949,5.369999999999999,3.58,0.04972222222222222
10004,1146,1593,121322.88,13.233082706766917,A,4.0,SKU10004,Tissue 0004,Household,Tissue,Dove,76.16,4.959,107,54.86,106,2504,A04,S06,R05,Household,13.72,0.7560512577123872,0.3269001667857994,0.5843908213417521,8.232,5.488000000000001,0.07622222222222225
10005,1040,1437,134991.78,15.900863269284322,A,5.0,SKU10005,Detergent 0005,Household,Detergent,Local,93.94,2.68,121,74.04,104,1505,A07,S01,R02,Household,17.25,0.6820123398196488,0.41100786275911366,0.5736105489954347,10.35,6.9,0.09583333333333335
10003,1210,1675,59747.25,10.275689223057643,A,3.0,SKU10003,Cleaner 0003,Household,Cleaner,Dove,35.67,3.761,145,27.08,107,3003,A02,S03,R01,Household,9.75,0.794969150450878,0.23230879199428164,0.5699050070682394,5.85,3.9000000000000004,0.054166666666666675
10004,1146,1593,121322.88,13.233082706766917,A,4.0,SKU10004,Tissue 0004,Household,Tissue,Dove,76.16,4.959,107,54.86,104,1504,A05,S03,R01,Household,12.2,0.7560512577123872,0.2906838217774601,0.5699042833384164,7.319999999999999,4.88,0.06777777777777777
10010,883,1209,105376.44,28.04789752158173,A,10.0,SKU10010,Coffee 0010,Beverages,Coffee,Parle,87.16,3.706,278,56.08,106,2510,A09,S01,R03,Beverages,23.63,0.5738016136687233,0.5630212056230641,0.5694894504504596,14.177999999999999,9.452,0.13127777777777777
10005,1040,1437,134991.78,15.900863269284322,A,5.0,SKU10005,Detergent 0005,Household,Detergent,Local,93.94,2.68,121,74.04,108,3505,A09,S02,R05,Household,16.07,0.6820123398196488,0.38289254229211345,0.5623644208086347,9.642,6.428000000000001,0.08927777777777779
10002,1236,1753,118678.1,7.166063306414183,A,2.0,SKU10002,Frozen Snacks 0002,Frozen,Frozen Snacks,Tata,67.7,4.468,73,47.84,110,4502,A05,S06,R05,Frozen,6.54,0.8319886093972473,0.15582558970693353,0.5615234015211218,3.924,2.616,0.036333333333333336
10008,970,1341,91871.91,20.983941334818528,A,8.0,SKU10008,Buns 0008,Bakery,Buns,Amul,68.51,4.74,322,50.86,101,8,A01,S02,R05,Bakery,18.65,0.6364499288087327,0.4443650226352156,0.5596159663393259,11.19,7.459999999999999,0.1036111111111111
10006,1016,1397,91615.26,18.4943841084192,A,6.0,SKU10006,Garbage Bags 0006,Household,Garbage Bags,Amul,65.58,3.317,194,47.37,106,2506,A12,S02,R03,Household,16.78,0.6630280018984338,0.3998093876578509,0.5577405562022006,10.068,6.7120000000000015,0.09322222222222225
10009,918,1259,58908.61,25.80339738234475,A,9.0,SKU10009,Flour 0009,Staples,Flour,ITC,46.79,1.863,266,31.39,109,4009,A01,S01,R01,Staples,20.84,0.5975320360702421,0.4965451512985466,0.5571372821615639,12.504,8.336,0.11577777777777779
10008,970,1341,91871.91,20.983941334818528,A,8.0,SKU10008,Buns 0008,Bakery,Buns,Amul,68.51,4.74,322,50.86,102,508,A08,S01,R05,Bakery,18.14,0.6364499288087327,0.43221348582320707,0.5547553516145225,10.884,7.256,0.10077777777777779
10010,883,1209,105376.44,28.04789752158173,A,10.0,SKU10010,Coffee 0010,Beverages,Coffee,Parle,87.16,3.706,278,56.08,102,510,A04,S04,R01,Beverages,22.08,0.5738016136687233,0.5260900643316655,0.5547169939339002,13.248,8.831999999999999,0.12266666666666666
10007,974,1337,63266.84,23.466072588879605,A,7.0,SKU10007,Chips 0007,Snacks,Chips,Local,47.32,1.547,70,32.7,104,1507,A08,S05,R02,Snacks,18.09,0.6345514950166113,0.43102215868477484,0.5531397604838768,10.854,7.236000000000001,0.10050000000000002
10002,1236,1753,118678.1,7.166063306414183,A,2.0,SKU10002,Frozen Snacks 0002,Frozen,Frozen Snacks,Tata,67.7,4.468,73,47.84,108,3502,A12,S01,R03,Frozen,5.32,0.8319886093972473,0.12675720752918754,0.5498960486500234,3.192,2.128,0.029555555555555557
10002,1236,1753,118678.1,7.166063306414183,A,2.0,SKU10002,Frozen Snacks 0002,Frozen,Frozen Snacks,Tata,67.7,4.468,73,47.84,109,4002,A12,S06,R03,Frozen,5.22,0.8319886093972473,0.12437455325232309,0.5489429869392776,3.1319999999999997,2.088,0.029000000000000005
10010,883,1209,105376.44,28.04789752158173,A,10.0,SKU10010,Coffee 0010,Beverages,Coffee,Parle,87.16,3.706,278,56.08,101,10,A02,S03,R03,Beverages,21.43,0.5738016136687233,0.5106028115320467,0.5485220928140526,12.857999999999999,8.572000000000001,0.11905555555555557
10008,970,1341,91871.91,20.983941334818528,A,8.0,SKU10008,Buns 0008,Bakery,Buns,Amul,68.51,4.74,322,50.86,104,1508,A10,S03,R03,Bakery,17.35,0.6364499288087327,0.4133905170359781,0.5472261640996309,10.41,6.940000000000001,0.09638888888888891
10003,1210,1675,59747.25,10.275689223057643,A,3.0,SKU10003,Cleaner 0003,Household,Cleaner,Dove,35.67,3.761,145,27.08,105,2003,A03,S06,R01,Household,7.11,0.794969150450878,0.16940671908506078,0.5447441779045511,4.266,2.8440000000000003,0.03950000000000001
10010,883,1209,105376.44,28.04789752158173,A,10.0,SKU10010,Coffee 0010,Beverages,Coffee,Parle,87.16,3.706,278,56.08,105,2010,A04,S05,R04,Beverages,20.81,0.5738016136687233,0.4958303550154872,0.5426131102074289,12.485999999999999,8.324,0.11561111111111111
10008,970,1341,91871.91,20.983941334818528,A,8.0,SKU10008,Buns 0008,Bakery,Buns,Amul,68.51,4.74,322,50.86,106,2508,A11,S04,R03,Bakery,16.23,0.6364499288087327,0.38670478913509654,0.5365518729392783,9.738,6.492000000000001,0.09016666666666669
10009,918,1259,58908.61,25.80339738234475,A,9.0,SKU10009,Flour 0009,Staples,Flour,ITC,46.79,1.863,266,31.39,106,2509,A09,S01,R04,Staples,18.1,0.5975320360702421,0.43126042411246135,0.5310233912871298,10.860000000000001,7.24,0.10055555555555556
10003,1210,1675,59747.25,10.275689223057643,A,3.0,SKU10003,Cleaner 0003,Household,Cleaner,Dove,35.67,3.761,145,27.08,110,4503,A11,S01,R01,Household,5.51,0.794969150450878,0.13128425065522992,0.5294951905326187,3.3059999999999996,2.204,0.030611111111111113
10007,974,1337,63266.84,23.466072588879605,A,7.0,SKU10007,Chips 0007,Snacks,Chips,Local,47.32,1.547,70,32.7,103,1007,A07,S03,R04,Snacks,14.72,0.6345514950166113,0.3507267095544437,0.5210215808317443,8.832,5.888,0.08177777777777778
10006,1016,1397,91615.26,18.4943841084192,A,6.0,SKU10006,Garbage Bags 0006,Household,Garbage Bags,Amul,65.58,3.317,194,47.37,101,6,A06,S01,R03,Household,12.91,0.6630280018984338,0.30760066714319756,0.5208570679963394,7.7459999999999996,5.164000000000001,0.07172222222222223
10004,1146,1593,121322.88,13.233082706766917,A,4.0,SKU10004,Tissue 0004,Household,Tissue,Dove,76.16,4.959,107,54.86,102,504,A08,S03,R03,Household,6.88,0.7560512577123872,0.16392661424827257,0.5192014003267413,4.128,2.752,0.03822222222222223
10004,1146,1593,121322.88,13.233082706766917,A,4.0,SKU10004,Tissue 0004,Household,Tissue,Dove,76.16,4.959,107,54.86,108,3504,A08,S02,R05,Household,6.57,0.7560512577123872,0.15654038598999287,0.5162469090234294,3.942,2.628,0.036500000000000005
10010,883,1209,105376.44,28.04789752158173,A,10.0,SKU10010,Coffee 0010,Beverages,Coffee,Parle,87.16,3.706,278,56.08,109,4010,A05,S05,R03,Beverages,17.89,0.5738016136687233,0.42625685013104603,0.5147837082536524,10.734,7.156000000000001,0.0993888888888889
10009,918,1259,58908.61,25.80339738234475,A,9.0,SKU10009,Flour 0009,Staples,Flour,ITC,46.79,1.863,266,31.39,101,9,A08,S03,R03,Staples,16.12,0.5975320360702421,0.3840838694305457,0.5121527694143635,9.672,6.448,0.08955555555555557
10008,970,1341,91871.91,20.983941334818528,A,8.0,SKU10008,Buns 0008,Bakery,Buns,Amul,68.51,4.74,322,50.86,103,1008,A09,S07,R02,Bakery,13.25,0.6364499288087327,0.3157016916845366,0.5081506339590542,7.949999999999999,5.300000000000001,0.07361111111111113
10007,974,1337,63266.84,23.466072588879605,A,7.0,SKU10007,Chips 0007,Snacks,Chips,Local,47.32,1.547,70,32.7,110,4507,A01,S03,R04,Snacks,13.27,0.6345514950166113,0.31617822253990946,0.5072021860259306,7.962,5.308,0.07372222222222223
10007,974,1337,63266.84,23.466072588879605,A,7.0,SKU10007,Chips 0007,Snacks,Chips,Local,47.32,1.547,70,32.7,106,2507,A08,S06,R01,Snacks,12.93,0.6345514950166113,0.3080771979985704,0.503961776209395,7.757999999999999,5.172000000000001,0.07183333333333335
10009,918,1259,58908.61,25.80339738234475,A,9.0,SKU10009,Flour 0009,Staples,Flour,ITC,46.79,1.863,266,31.39,103,1009,A09,S04,R01,Staples,14.64,0.5975320360702421,0.34882058613295214,0.4980474560953261,8.784,5.856,0.08133333333333333
10007,974,1337,63266.84,23.466072588879605,A,7.0,SKU10007,Chips 0007,Snacks,Chips,Local,47.32,1.547,70,32.7,109,4007,A01,S06,R04,Snacks,12.0,0.6345514950166113,0.28591851322373124,0.49509830229945934,7.199999999999999,4.800000000000001,0.06666666666666668
10005,1040,1437,134991.78,15.900863269284322,A,5.0,SKU10005,Detergent 0005,Household,Detergent,Local,93.94,2.68,121,74.04,107,3005,A11,S05,R02,Household,8.8,0.6820123398196488,0.2096735763640696,0.4930768344374171,5.28,3.5200000000000005,0.0488888888888889
10005,1040,1437,134991.78,15.900863269284322,A,5.0,SKU10005,Detergent 0005,Household,Detergent,Local,93.94,2.68,121,74.04,103,1005,A08,S02,R02,Household,8.09,0.6820123398196488,0.19275673099833215,0.48631009629112215,4.854,3.2359999999999998,0.04494444444444445
10006,1016,1397,91615.26,18.4943841084192,A,6.0,SKU10006,Garbage Bags 0006,Household,Garbage Bags,Amul,65.58,3.317,194,47.37,105,2006,A12,S07,R03,Household,9.09,0.6630280018984338,0.21658327376697642,0.48445011064585086,5.454,3.636,0.0505
10009,918,1259,58908.61,25.80339738234475,A,9.0,SKU10009,Flour 0009,Staples,Flour,ITC,46.79,1.863,266,31.39,102,509,A09,S03,R02,Staples,12.44,0.5975320360702421,0.2964021920419347,0.4770800984589191,7.4639999999999995,4.976,0.06911111111111111
10008,970,1341,91871.91,20.983941334818528,A,8.0,SKU10008,Buns 0008,Bakery,Buns,Amul,68.51,4.74,322,50.86,108,3508,A08,S02,R03,Bakery,9.87,0.6364499288087327,0.23516797712651893,0.4759371481358472,5.922,3.9479999999999995,0.054833333333333324
10010,883,1209,105376.44,28.04789752158173,A,10.0,SKU10010,Coffee 0010,Beverages,Coffee,Parle,87.16,3.706,278,56.08,108,3510,A07,S06,R04,Beverages,13.48,0.5738016136687233,0.3211817965213248,0.4727536868097638,8.088,5.392000000000001,0.07488888888888892
10005,1040,1437,134991.78,15.900863269284322,A,5.0,SKU10005,Detergent 0005,Household,Detergent,Local,93.94,2.68,121,74.04,105,2005,A02,S05,R04,Household,6.62,0.6820123398196488,0.15773171312842507,0.4723000891431593,3.972,2.648,0.036777777777777784
10006,1016,1397,91615.26,18.4943841084192,A,6.0,SKU10006,Garbage Bags 0006,Household,Garbage Bags,Amul,65.58,3.317,194,47.37,107,3006,A01,S01,R01,Household,7.43,0.6630280018984338,0.17703121277102693,0.468629286247471,4.457999999999999,2.9720000000000004,0.04127777777777778
10007,974,1337,63266.84,23.466072588879605,A,7.0,SKU10007,Chips 0007,Snacks,Chips,Local,47.32,1.547,70,32.7,102,507,A12,S02,R05,Snacks,8.42,0.6345514950166113,0.20061949011198477,0.46097869305476075,5.052,3.3680000000000003,0.046777777777777786
10009,918,1259,58908.61,25.80339738234475,A,9.0,SKU10009,Flour 0009,Staples,Flour,ITC,46.79,1.863,266,31.39,105,2009,A05,S01,R03,Staples,9.74,0.5975320360702421,0.2320705265665952,0.4513474322687833,5.844,3.896,0.05411111111111111
