order_id,store_id,customer_id,order_datetime,order_status,order_created_at,picking_started_at,picking_completed_at,packed_at,dispatched_at,picking_time_minutes,fulfillment_time_minutes
5000033,103,182243,2026-05-06 10:03:00,Delivered,2026-05-06 10:03:00,2026-05-06 10:04:00,2026-05-06 10:06:44.832546930,2026-05-06 10:08:18.370495314,2026-05-06 10:09:57.134176662,2.7472091155,6.9522362777
5000034,103,122106,2026-01-17 22:03:00,Delivered,2026-01-17 22:03:00,2026-01-17 22:06:00,2026-01-17 22:09:37.036255614,2026-01-17 22:10:33.432792078,2026-01-17 22:13:02.896219518,3.6172709269,10.048270325299999
5000035,106,179785,2026-03-31 12:03:00,Delivered,2026-03-31 12:03:00,2026-03-31 12:06:00,2026-03-31 12:11:26.750251338,2026-03-31 12:13:13.815924102,2026-03-31 12:16:10.254876234,5.4458375223,13.1709146039
5000036,102,179975,2026-06-10 20:03:00,Delivered,2026-06-10 20:03:00,2026-06-10 20:05:00,2026-06-10 20:09:13.304564226,2026-06-10 20:10:24.241608876,2026-06-10 20:12:33.452887476,4.2217427371,9.5575481246
5000037,108,121599,2026-05-09 22:03:00,Delivered,2026-05-09 22:03:00,2026-05-09 22:04:00,2026-05-09 22:07:35.073293160,2026-05-09 22:09:20.266445742,2026-05-09 22:11:32.006658210,3.584554886,8.5334443035
5000038,102,140749,2026-05-19 08:03:00,Delivered,2026-05-19 08:03:00,2026-05-19 08:06:00,2026-05-19 08:11:23.677911300,2026-05-19 08:13:00.577574580,2026-05-19 08:14:02.639520125,5.394631855,11.043992002083334
5000039,110,113520,2026-01-16 12:03:00,Delivered,2026-01-16 12:03:00,2026-01-16 12:04:00,2026-01-16 12:09:07.678135758,2026-01-16 12:10:01.649348574,2026-01-16 12:10:55.994169912,5.1279689293,7.9332361652
5000040,107,163023,2026-02-06 16:03:00,Delivered,2026-02-06 16:03:00,2026-02-06 16:04:00,2026-02-06 16:07:13.704227544,2026-02-06 16:08:52.350271104,2026-02-06 16:10:23.971667466,3.2284037924,7.3995277911
5000041,104,176946,2026-02-19 21:03:00,Delivered,2026-02-19 21:03:00,2026-02-19 21:04:00,2026-02-19 21:09:07.311034980,2026-02-19 21:10:07.675367370,2026-02-19 21:13:26.489823486,5.121850583,10.4414970581
5000042,104,104448,2026-02-22 10:03:00,Delivered,2026-02-22 10:03:00,2026-02-22 10:05:00,2026-02-22 10:08:58.985167266,2026-02-22 10:11:01.435750836,2026-02-22 10:14:20.437447668,3.9830861211,11.3406241278
5000043,107,170645,2026-02-05 10:03:00,Delivered,2026-02-05 10:03:00,2026-02-05 10:04:00,2026-02-05 10:07:27.722853912,2026-02-05 10:08:19.979543214,2026-02-05 10:11:31.900181808,3.4620475652000002,8.5316696968
5000044,101,128082,2026-06-25 13:03:00,Delivered,2026-06-25 13:03:00,2026-06-25 13:06:00,2026-06-25 13:09:45.675935070,2026-06-25 13:11:11.849521248,2026-06-25 13:13:41.665960890,3.7612655845000003,10.694432681499999
5000045,108,162433,2026-01-30 10:03:00,Delivered,2026-01-30 10:03:00,2026-01-30 10:04:00,2026-01-30 10:07:56.299490226,2026-01-30 10:09:03.591891126,2026-01-30 10:11:40.651282200,3.9383248370999997,8.67752137
5000046,106,193559,2026-05-09 11:03:00,Delivered,2026-05-09 11:03:00,2026-05-09 11:06:00,2026-05-09 11:11:02.559654270,2026-05-09 11:13:06.419918753,2026-05-09 11:14:58.698063329,5.0426609045,11.978301055483334
5000047,103,144648,2026-04-17 09:03:00,Delivered,2026-04-17 09:03:00,2026-04-17 09:05:00,2026-04-17 09:09:47.639888874,2026-04-17 09:10:40.470909930,2026-04-17 09:12:34.590344664,4.7939981479,9.5765057444
5000048,109,171228,2026-04-21 21:03:00,Delivered,2026-04-21 21:03:00,2026-04-21 21:05:00,2026-04-21 21:10:13.104618066,2026-04-21 21:12:39.036946236,2026-04-21 21:13:13.517790558,5.2184103011,10.2252965093
5000049,107,106494,2026-02-08 20:03:00,Delivered,2026-02-08 20:03:00,2026-02-08 20:04:00,2026-02-08 20:07:50.583689850,2026-02-08 20:09:11.913285276,2026-02-08 20:11:33.968728296,3.8430614975000004,8.5661454716
5000050,102,104969,2026-02-25 09:03:00,Delivered,2026-02-25 09:03:00,2026-02-25 09:05:00,2026-02-25 09:09:22.891270104,2026-02-25 09:10:39.348050622,2026-02-25 09:13:13.964381556,4.3815211684,10.232739692600001
5000051,107,157082,2026-04-20 16:03:00,Delivered,2026-04-20 16:03:00,2026-04-20 16:06:00,2026-04-20 16:12:12.020843640,2026-04-20 16:14:00.563433000,2026-04-20 16:15:42.967400160,6.2003473940000005,12.716123336
5000052,105,163206,2026-02-24 17:03:00,Delivered,2026-02-24 17:03:00,2026-02-24 17:05:00,2026-02-24 17:08:36.111315816,2026-02-24 17:10:05.289191910,2026-02-24 17:13:01.091823084,3.6018552636,10.0181970514
5000053,108,153234,2026-05-06 17:03:00,Delivered,2026-05-06 17:03:00,2026-05-06 17:05:00,2026-05-06 17:09:14.203317186,2026-05-06 17:10:23.801734416,2026-05-06 17:13:34.775778084,4.2367219531,10.579596301399999
5000054,105,170484,2026-01-08 23:03:00,Delivered,2026-01-08 23:03:00,2026-01-08 23:05:00,2026-01-08 23:10:04.148125974,2026-01-08 23:11:15.810735318,2026-01-08 23:12:33.904919364,5.0691354329,9.5650819894
5000055,110,171736,2026-01-14 17:03:00,Delivered,2026-01-14 17:03:00,2026-01-14 17:05:00,2026-01-14 17:11:56.739443544,2026-01-14 17:13:14.807779146,2026-01-14 17:17:17.688530376,6.945657392399999,14.2948088396
5000056,110,196366,2026-05-12 18:03:00,Delivered,2026-05-12 18:03:00,2026-05-12 18:04:00,2026-05-12 18:08:30.853800084,2026-05-12 18:09:44.221056654,2026-05-12 18:12:22.358097840,4.5142300014,9.372634964000001
5000057,101,108926,2026-04-22 07:03:00,Delivered,2026-04-22 07:03:00,2026-04-22 07:06:00,2026-04-22 07:11:16.291784094,2026-04-22 07:13:05.739855822,2026-04-22 07:16:32.199153828,5.2715297349,13.5366525638
5000058,105,140944,2026-01-08 08:03:00,Delivered,2026-01-08 08:03:00,2026-01-08 08:05:00,2026-01-08 08:09:23.127615756,2026-01-08 08:10:55.191875796,2026-01-08 08:12:34.162425972,4.3854602626000005,9.5693737662
5000059,103,140259,2026-06-12 17:03:00,Delivered,2026-06-12 17:03:00,2026-06-12 17:04:00,2026-06-12 17:07:24.752063754,2026-06-12 17:09:05.857984386,2026-06-12 17:12:27.500356704,3.4125343959000003,9.458339278399999
5000060,105,154165,2026-01-01 22:03:00,Delivered,2026-01-01 22:03:00,2026-01-01 22:06:00,2026-01-01 22:10:19.809457170,2026-01-01 22:11:39.761108844,2026-01-01 22:14:23.533561242,4.3301576194999996,11.3922260207
5000061,102,142058,2026-06-22 13:03:00,Delivered,2026-06-22 13:03:00,2026-06-22 13:04:00,2026-06-22 13:09:01.796634168,2026-06-22 13:10:47.260593606,2026-06-22 13:12:45.182026632,5.0299439028,9.753033777199999
5000062,106,174662,2026-05-13 17:03:00,Delivered,2026-05-13 17:03:00,2026-05-13 17:06:00,2026-05-13 17:11:29.161939386,2026-05-13 17:12:42.509003724,2026-05-13 17:14:01.711320702,5.4860323231,11.0285220117
5000063,102,146445,2026-06-28 10:03:00,Delivered,2026-06-28 10:03:00,2026-06-28 10:06:00,2026-06-28 10:10:37.445474718,2026-06-28 10:11:45.340006806,2026-06-28 10:13:57.825340692,4.6240912453,10.9637556782
5000064,107,138122,2026-06-21 14:03:00,Delivered,2026-06-21 14:03:00,2026-06-21 14:05:00,2026-06-21 14:09:24.130737222,2026-06-21 14:10:41.907167946,2026-06-21 14:13:31.304386116,4.4021789537,10.521739768600002
5000065,105,103412,2026-02-26 19:03:00,Delivered,2026-02-26 19:03:00,2026-02-26 19:05:00,2026-02-26 19:07:15.494630526,2026-02-26 19:09:19.684829856,2026-02-26 19:11:35.375984495,2.2582438421,8.589599741583333
5000066,110,135391,2026-05-17 18:03:00,Delivered,2026-05-17 18:03:00,2026-05-17 18:06:00,2026-05-17 18:11:18.890429784,2026-05-17 18:12:35.067769734,2026-05-17 18:14:51.319470828,5.3148404964,11.855324513800001
5000067,109,158528,2026-02-08 08:03:00,Delivered,2026-02-08 08:03:00,2026-02-08 08:04:00,2026-02-08 08:10:33.631952970,2026-02-08 08:11:50.892027210,2026-02-08 08:13:39.491849070,6.5605325494999995,10.658197484499999
5000068,107,198765,2026-03-27 21:03:00,Delivered,2026-03-27 21:03:00,2026-03-27 21:04:00,2026-03-27 21:08:51.565120362,2026-03-27 21:10:26.808216348,2026-03-27 21:11:35.301327924,4.8594186727,8.588355465400001
5000069,105,119292,2026-02-13 22:03:00,Delivered,2026-02-13 22:03:00,2026-02-13 22:05:00,2026-02-13 22:08:34.876779564,2026-02-13 22:10:01.741875594,2026-02-13 22:12:22.258276776,3.5812796594000003,9.3709712796
5000070,108,175186,2026-03-29 15:03:00,Delivered,2026-03-29 15:03:00,2026-03-29 15:04:00,2026-03-29 15:09:07.627733130,2026-03-29 15:10:11.529651756,2026-03-29 15:11:38.895843852,5.1271288855,8.6482640642
5000071,107,191219,2026-06-07 12:03:00,Delivered,2026-06-07 12:03:00,2026-06-07 12:04:00,2026-06-07 12:08:59.017193718,2026-06-07 12:10:00.665363352,2026-06-07 12:12:58.316840412,4.9836198952999995,9.9719473402
5000072,102,150797,2026-03-20 16:03:00,Delivered,2026-03-20 16:03:00,2026-03-20 16:04:00,2026-03-20 16:09:24.767330052,2026-03-20 16:11:12.742978188,2026-03-20 16:14:05.071635378,5.4127888342,11.0845272563
5000073,104,163191,2026-01-17 20:03:00,Delivered,2026-01-17 20:03:00,2026-01-17 20:06:00,2026-01-17 20:08:50.948304636,2026-01-17 20:09:52.425460788,2026-01-17 20:13:24.559651583,2.8491384105999997,10.409327526383333
5000074,110,119896,2026-02-28 14:03:00,Delivered,2026-02-28 14:03:00,2026-02-28 14:04:00,2026-02-28 14:07:35.463679026,2026-02-28 14:09:26.687466240,2026-02-28 14:11:20.574890736,3.5910613171,8.3429148456
5000075,104,183105,2026-05-23 07:03:00,Delivered,2026-05-23 07:03:00,2026-05-23 07:04:00,2026-05-23 07:06:45.916993794,2026-05-23 07:08:04.707335196,2026-05-23 07:10:14.665067838,2.7652832299,7.244417797300001
5000076,101,166054,2026-04-05 08:03:00,Delivered,2026-04-05 08:03:00,2026-04-05 08:06:00,2026-04-05 08:09:06.556213920,2026-04-05 08:09:40.801126145,2026-04-05 08:10:42.153003143,3.109270232,7.702550052383333
5000077,109,149181,2026-04-12 20:03:00,Delivered,2026-04-12 20:03:00,2026-04-12 20:04:00,2026-04-12 20:08:25.709928120,2026-04-12 20:10:11.237779968,2026-04-12 20:11:56.600059644,4.428498801999999,8.9433343274
5000078,110,166051,2026-03-20 20:03:00,Delivered,2026-03-20 20:03:00,2026-03-20 20:04:00,2026-03-20 20:09:38.418450690,2026-03-20 20:11:27.655504026,2026-03-20 20:13:39.380190678,5.6403075115,10.6563365113
5000079,107,137092,2026-02-22 20:03:00,Delivered,2026-02-22 20:03:00,2026-02-22 20:05:00,2026-02-22 20:08:46.605289146,2026-02-22 20:10:30.576230850,2026-02-22 20:12:46.327295280,3.7767548190999998,9.772121588000001
5000080,107,119320,2026-04-19 09:03:00,Delivered,2026-04-19 09:03:00,2026-04-19 09:04:00,2026-04-19 09:07:56.202114210,2026-04-19 09:09:15.013582206,2026-04-19 09:11:08.764224858,3.9367019035,8.1460704143
5000081,104,125814,2026-04-25 09:03:00,Delivered,2026-04-25 09:03:00,2026-04-25 09:04:00,2026-04-25 09:08:53.751912792,2026-04-25 09:10:15.220126656,2026-04-25 09:11:57.159829650,4.8958652132,8.9526638275
5000082,104,102995,2026-06-12 13:03:00,Delivered,2026-06-12 13:03:00,2026-06-12 13:06:00,2026-06-12 13:09:25.937807358,2026-06-12 13:10:45.018118722,2026-06-12 13:13:08.709170670,3.4322967892999996,10.1451528445
5000083,110,139623,2026-04-22 10:03:00,Delivered,2026-04-22 10:03:00,2026-04-22 10:06:00,2026-04-22 10:10:36.209330532,2026-04-22 10:11:48.905922606,2026-04-22 10:13:46.564833726,4.6034888422,10.776080562099999
5000084,109,145206,2026-06-30 13:03:00,Delivered,2026-06-30 13:03:00,2026-06-30 13:05:00,2026-06-30 13:09:26.023292850,2026-06-30 13:11:02.758111572,2026-06-30 13:14:17.669233944,4.4337215475,11.2944872324
5000085,105,192078,2026-05-30 16:03:00,Delivered,2026-05-30 16:03:00,2026-05-30 16:04:00,2026-05-30 16:07:51.760492584,2026-05-30 16:09:16.834250628,2026-05-30 16:11:40.951350006,3.8626748764,8.6825225001
5000086,104,142476,2026-01-15 11:03:00,Delivered,2026-01-15 11:03:00,2026-01-15 11:06:00,2026-01-15 11:09:50.671524294,2026-01-15 11:11:09.524500086,2026-01-15 11:12:55.906472082,3.8445254048999997,9.9317745347
5000087,102,192516,2026-03-12 09:03:00,Delivered,2026-03-12 09:03:00,2026-03-12 09:05:00,2026-03-12 09:09:23.908689012,2026-03-12 09:10:36.822132162,2026-03-12 09:13:40.829166984,4.398478150200001,10.680486116400001
5000088,101,112567,2026-03-11 13:03:00,Delivered,2026-03-11 13:03:00,2026-03-11 13:05:00,2026-03-11 13:08:31.676066178,2026-03-11 13:10:05.220313109,2026-03-11 13:11:28.922129033,3.5279344363000003,8.482035483883333
5000089,105,193939,2026-01-01 19:03:00,Delivered,2026-01-01 19:03:00,2026-01-01 19:06:00,2026-01-01 19:08:27.476128842,2026-01-01 19:10:27.900433578,2026-01-01 19:12:21.113710200,2.4579354807000002,9.35189517
5000090,106,141794,2026-02-02 17:03:00,Delivered,2026-02-02 17:03:00,2026-02-02 17:06:00,2026-02-02 17:10:49.123910418,2026-02-02 17:12:21.979731906,2026-02-02 17:13:43.664787348,4.8187318403,10.7277464558
5000091,107,176600,2026-05-18 12:03:00,Delivered,2026-05-18 12:03:00,2026-05-18 12:04:00,2026-05-18 12:07:24.319104492,2026-05-18 12:08:21.797770686,2026-05-18 12:10:21.599989614,3.4053184082000003,7.359999826899999
5000092,109,123778,2026-03-05 12:03:00,Delivered,2026-03-05 12:03:00,2026-03-05 12:05:00,2026-03-05 12:10:03.421404414,2026-03-05 12:11:32.833700334,2026-03-05 12:14:50.745653550,5.0570234069,11.845760892500001
5000093,104,117879,2026-01-27 16:03:00,Delivered,2026-01-27 16:03:00,2026-01-27 16:06:00,2026-01-27 16:10:32.962364513,2026-01-27 16:12:14.512920437,2026-01-27 16:14:35.511560399,4.549372741883333,11.591859339983333
5000094,102,156873,2026-02-22 09:03:00,Delivered,2026-02-22 09:03:00,2026-02-22 09:06:00,2026-02-22 09:10:10.503690648,2026-02-22 09:11:57.538942788,2026-02-22 09:12:46.593950580,4.1750615108,9.776565842999998
5000095,109,171766,2026-02-19 21:03:00,Delivered,2026-02-19 21:03:00,2026-02-19 21:06:00,2026-02-19 21:14:44.785486530,2026-02-19 21:16:27.167631306,2026-02-19 21:18:20.765685324,8.7464247755,15.3460947554
5000096,108,126348,2026-02-01 21:03:00,Delivered,2026-02-01 21:03:00,2026-02-01 21:06:00,2026-02-01 21:11:15.142880874,2026-02-01 21:12:48.354150912,2026-02-01 21:15:13.157984208,5.2523813479,12.2192997368
5000097,106,133536,2026-01-19 07:03:00,Delivered,2026-01-19 07:03:00,2026-01-19 07:05:00,2026-01-19 07:10:45.855338706,2026-01-19 07:13:20.917629564,2026-01-19 07:15:46.866610704,5.7642556450999995,12.7811101784
5000098,101,142427,2026-05-19 23:03:00,Delivered,2026-05-19 23:03:00,2026-05-19 23:04:00,2026-05-19 23:08:19.918012938,2026-05-19 23:09:21.345198324,2026-05-19 23:11:24.974009622,4.3319668823,8.4162334937
5000099,105,142519,2026-05-30 07:03:00,Delivered,2026-05-30 07:03:00,2026-05-30 07:05:00,2026-05-30 07:09:21.768577170,2026-05-30 07:11:27.523293132,2026-05-30 07:14:16.443468786,4.3628096195,11.2740578131
5000100,107,198875,2026-03-31 14:03:00,Delivered,2026-03-31 14:03:00,2026-03-31 14:04:00,2026-03-31 14:09:06.363863772,2026-03-31 14:10:49.648956822,2026-03-31 14:13:29.766353832,5.1060643962,10.496105897200001
5000101,109,146144,2026-04-22 18:03:00,Delivered,2026-04-22 18:03:00,2026-04-22 18:04:00,2026-04-22 18:09:02.936393838,2026-04-22 18:11:27.990133962,2026-04-22 18:13:32.707468602,5.0489398973,10.5451244767
5000102,106,176344,2026-06-16 12:03:00,Delivered,2026-06-16 12:03:00,2026-06-16 12:05:00,2026-06-16 12:09:26.622481896,2026-06-16 12:10:21.854299524,2026-06-16 12:12:45.246800562,4.4437080316,9.7541133427
5000103,105,125602,2026-06-02 10:03:00,Delivered,2026-06-02 10:03:00,2026-06-02 10:05:00,2026-06-02 10:07:16.742097054,2026-06-02 10:09:23.625658170,2026-06-02 10:11:28.877428794,2.2790349509,8.4812904799
5000104,104,167742,2026-01-06 07:03:00,Delivered,2026-01-06 07:03:00,2026-01-06 07:06:00,2026-01-06 07:08:59.341695000,2026-01-06 07:11:08.655045240,2026-01-06 07:13:23.350909404,2.9890282499999996,10.389181823400001
5000105,105,120826,2026-06-22 19:03:00,Delivered,2026-06-22 19:03:00,2026-06-22 19:04:00,2026-06-22 19:08:38.895861000,2026-06-22 19:10:05.122713942,2026-06-22 19:12:26.276974494,4.648264350000001,9.4379495749
5000106,101,171520,2026-01-13 07:03:00,Delivered,2026-01-13 07:03:00,2026-01-13 07:04:00,2026-01-13 07:08:50.360067138,2026-01-13 07:09:59.953230768,2026-01-13 07:13:00.724886556,4.839334452299999,10.0120814426
5000107,102,110363,2026-01-05 15:03:00,Delivered,2026-01-05 15:03:00,2026-01-05 15:04:00,2026-01-05 15:09:46.533159552,2026-01-05 15:12:07.485494004,2026-01-05 15:14:42.161886912,5.7755526592,11.7026981152
5000108,108,130079,2026-03-14 13:03:00,Delivered,2026-03-14 13:03:00,2026-03-14 13:04:00,2026-03-14 13:09:04.785746934,2026-03-14 13:10:15.005786436,2026-03-14 13:12:27.161214894,5.0797624488999995,9.4526869149
5000109,104,144117,2026-05-15 23:03:00,Delivered,2026-05-15 23:03:00,2026-05-15 23:06:00,2026-05-15 23:09:41.726520156,2026-05-15 23:11:36.846974268,2026-05-15 23:13:29.426059308,3.6954420025999997,10.4904343218
5000110,109,193013,2026-01-15 22:03:00,Delivered,2026-01-15 22:03:00,2026-01-15 22:06:00,2026-01-15 22:09:16.050818682,2026-01-15 22:11:21.935802582,2026-01-15 22:14:05.766077940,3.2675136447,11.096101298999999
5000111,104,159190,2026-02-23 20:03:00,Delivered,2026-02-23 20:03:00,2026-02-23 20:06:00,2026-02-23 20:07:21.215598906,2026-02-23 20:08:47.360480646,2026-02-23 20:11:14.598081456,1.3535933151,8.2433013576
5000112,110,119400,2026-02-17 19:03:00,Delivered,2026-02-17 19:03:00,2026-02-17 19:06:00,2026-02-17 19:12:41.601825804,2026-02-17 19:14:07.584910038,2026-02-17 19:16:14.975745786,6.6933637634,13.249595763099999
5000113,102,188237,2026-03-13 16:03:00,Delivered,2026-03-13 16:03:00,2026-03-13 16:05:00,2026-03-13 16:10:35.744473110,2026-03-13 16:12:48.112493526,2026-03-13 16:14:45.495154548,5.5957412185,11.758252575799998
5000114,102,179344,2026-06-28 12:03:00,Delivered,2026-06-28 12:03:00,2026-06-28 12:06:00,2026-06-28 12:10:58.841864724,2026-06-28 12:12:21.466957080,2026-06-28 12:14:36.617243856,4.9806977454,11.610287397599999
5000115,106,101762,2026-03-01 09:03:00,Delivered,2026-03-01 09:03:00,2026-03-01 09:04:00,2026-03-01 09:12:25.996808472,2026-03-01 09:13:42.615359681,2026-03-01 09:15:22.583180273,8.4332801412,12.376386337883334
5000116,109,113329,2026-02-07 23:03:00,Delivered,2026-02-07 23:03:00,2026-02-07 23:05:00,2026-02-07 23:09:13.770598878,2026-02-07 23:09:43.770598878,2026-02-07 23:10:46.544925318,4.2295099813,7.7757487553
